sex,citizen,geo,year,Number per 1000 people
Males,Total,Norway,2017,66.8
Males,Total,Norway,2018,59.7
Males,Total,Norway,2019,59.0
Males,Total,Norway,2020,70.2
Males,Total,Norway,2021,70.8
Males,Total,Norway,2022,52.8
Males,Total,Norway,2023,58.4
Males,Total,Poland,2014,815.2
Males,Total,Poland,2015,701.4
Males,Total,Poland,2016,581.1
Males,Total,Poland,2017,464.2
Males,Total,Poland,2018,362.9
Males,Total,Poland,2019,288.8
Males,Total,Poland,2020,296.0
Males,Total,Poland,2021,327.1
Males,Total,Poland,2022,274.8
Males,Total,Poland,2023,268.3
Males,Total,Portugal,2014,362.9
Males,Total,Portugal,2015,323.8
Males,Total,Portugal,2016,293.1
Males,Total,Portugal,2017,225.7
Males,Total,Portugal,2018,175.8
Males,Total,Portugal,2019,155.7
Males,Total,Portugal,2020,175.1
Males,Total,Portugal,2021,167.5
Males,Total,Portugal,2022,152.9
Males,Total,Portugal,2023,167.9
Males,Total,Romania,2014,384.1
Males,Total,Romania,2015,394.9
Males,Total,Romania,2016,338.9
Males,Total,Romania,2017,290.4
Males,Total,Romania,2018,244.4
Males,Total,Romania,2019,223.3
Males,Total,Romania,2020,273.2
Males,Total,Romania,2021,287.3
Males,Total,Romania,2022,288.3
Males,Total,Romania,2023,278.4
Males,Total,Serbia,2014,325.7
Males,Total,Serbia,2015,295.7
Males,Total,Serbia,2016,261.5
Males,Total,Serbia,2017,230.5
Males,Total,Serbia,2018,215.4
Males,Total,Serbia,2019,176.2
Males,Total,Serbia,2020,153.0
Males,Total,Serbia,2021,176.0
Males,Total,Serbia,2022,156.2
Males,Total,Serbia,2023,154.4
Males,Total,Sweden,2014,223.2
Males,Total,Sweden,2015,206.9
Males,Total,Sweden,2016,203.4
Males,Total,Sweden,2017,197.0
Males,Total,Sweden,2018,184.9
Males,Total,Sweden,2019,194.1
Males,Total,Sweden,2020,242.0
Males,Total,Sweden,2021,252.1
Males,Total,Sweden,2022,209.9
Males,Total,Sweden,2023,224.6
Males,Total,Slovenia,2014,48.9
Males,Total,Slovenia,2015,43.8
Males,Total,Slovenia,2016,39.8
Males,Total,Slovenia,2017,31.6
Males,Total,Slovenia,2018,25.6
Males,Total,Slovenia,2019,22.2
Males,Total,Slovenia,2020,24.5
Males,Total,Slovenia,2021,23.5
Males,Total,Slovenia,2022,20.9
Males,Total,Slovenia,2023,20.1
Males,Total,Slovakia,2014,193.6
Males,Total,Slovakia,2015,155.3
Males,Total,Slovakia,2016,132.5
Males,Total,Slovakia,2017,118.8
Males,Total,Slovakia,2018,92.3
Males,Total,Slovakia,2019,83.9
Males,Total,Slovakia,2020,94.5
Males,Total,Slovakia,2021,97.4
Males,Total,Slovakia,2022,87.0
Males,Total,Slovakia,2023,84.5
Males,Total,Türkiye,2014,1810.6
Males,Total,Türkiye,2015,1877.1
Males,Total,Türkiye,2016,1995.6
Males,Total,Türkiye,2017,2011.8
Males,Total,Türkiye,2018,2071.9
Males,Total,Türkiye,2019,2694.4
Males,Total,Türkiye,2020,2596.9
Males,Total,Türkiye,2021,2365.3
Males,Total,Türkiye,2022,2049.1
Males,Total,Türkiye,2023,1771.0
Males,Total,United Kingdom,2014,1109.3
Males,Total,United Kingdom,2015,958.4
Males,Total,United Kingdom,2016,872.8
Males,Total,United Kingdom,2017,786.0
Males,Total,United Kingdom,2018,722.8
Males,Total,United Kingdom,2019,703.1
Total,EU27 countries (from 2020) except reporting country,Austria,2014,27.2
Total,EU27 countries (from 2020) except reporting country,Austria,2015,29.7
Total,EU27 countries (from 2020) except reporting country,Austria,2016,32.2
Total,EU27 countries (from 2020) except reporting country,Austria,2017,28.0
Total,EU27 countries (from 2020) except reporting country,Austria,2018,26.6
Total,EU27 countries (from 2020) except reporting country,Austria,2019,26.2
Total,EU27 countries (from 2020) except reporting country,Austria,2020,41.4
Total,EU27 countries (from 2020) except reporting country,Austria,2021,44.5
Total,EU27 countries (from 2020) except reporting country,Austria,2022,36.4
Total,EU27 countries (from 2020) except reporting country,Austria,2023,40.4
Total,EU27 countries (from 2020) except reporting country,Belgium,2014,41.6
Total,EU27 countries (from 2020) except reporting country,Belgium,2015,41.7
Total,EU27 countries (from 2020) except reporting country,Belgium,2016,37.3
Total,EU27 countries (from 2020) except reporting country,Belgium,2017,40.7
Total,EU27 countries (from 2020) except reporting country,Belgium,2018,34.1
Total,EU27 countries (from 2020) except reporting country,Belgium,2019,30.1
Total,EU27 countries (from 2020) except reporting country,Belgium,2020,30.0
Total,EU27 countries (from 2020) except reporting country,Belgium,2021,32.5
Total,EU27 countries (from 2020) except reporting country,Belgium,2022,29.2
Total,EU27 countries (from 2020) except reporting country,Belgium,2023,31.8
Total,EU27 countries (from 2020) except reporting country,Switzerland,2014,52.3
Total,EU27 countries (from 2020) except reporting country,Switzerland,2015,53.9
Total,EU27 countries (from 2020) except reporting country,Switzerland,2016,58.8
Total,EU27 countries (from 2020) except reporting country,Switzerland,2017,57.4
Total,EU27 countries (from 2020) except reporting country,Switzerland,2018,54.5
Total,EU27 countries (from 2020) except reporting country,Switzerland,2019,49.7
Total,EU27 countries (from 2020) except reporting country,Switzerland,2020,56.1
Total,EU27 countries (from 2020) except reporting country,Switzerland,2021,60.6
Total,EU27 countries (from 2020) except reporting country,Switzerland,2022,50.8
Total,EU27 countries (from 2020) except reporting country,Switzerland,2023,48.3
Total,EU27 countries (from 2020) except reporting country,Cyprus,2014,7.3
Total,EU27 countries (from 2020) except reporting country,Cyprus,2015,7.9
Total,EU27 countries (from 2020) except reporting country,Cyprus,2016,6.8
Total,EU27 countries (from 2020) except reporting country,Cyprus,2017,5.1
Total,EU27 countries (from 2020) except reporting country,Cyprus,2018,4.1
Total,EU27 countries (from 2020) except reporting country,Cyprus,2019,3.6
Total,EU27 countries (from 2020) except reporting country,Cyprus,2020,5.2
Total,EU27 countries (from 2020) except reporting country,Cyprus,2021,4.4
Total,EU27 countries (from 2020) except reporting country,Cyprus,2022,3.0
Total,EU27 countries (from 2020) except reporting country,Cyprus,2023,3.2
Total,EU27 countries (from 2020) except reporting country,Czechia,2014,3.8
Total,EU27 countries (from 2020) except reporting country,Czechia,2015,2.3
Total,EU27 countries (from 2020) except reporting country,Czechia,2016,2.5
Total,EU27 countries (from 2020) except reporting country,Czechia,2017,1.4
Total,EU27 countries (from 2020) except reporting country,Czechia,2018,1.3
Total,EU27 countries (from 2020) except reporting country,Czechia,2019,1.6
Total,EU27 countries (from 2020) except reporting country,Czechia,2020,1.7
Total,EU27 countries (from 2020) except reporting country,Czechia,2021,1.5
Total,EU27 countries (from 2020) except reporting country,Czechia,2022,2.0
Total,EU27 countries (from 2020) except reporting country,Czechia,2023,2.8
Total,EU27 countries (from 2020) except reporting country,Germany,2014,130.4
Total,EU27 countries (from 2020) except reporting country,Germany,2015,137.2
Total,EU27 countries (from 2020) except reporting country,Germany,2016,134.6
Total,EU27 countries (from 2020) except reporting country,Germany,2017,124.2
Total,EU27 countries (from 2020) except reporting country,Germany,2018,120.5
Total,EU27 countries (from 2020) except reporting country,Germany,2019,118.1
Total,EU27 countries (from 2020) except reporting country,Germany,2020,147.5
Total,EU27 countries (from 2020) except reporting country,Germany,2021,133.8
Total,EU27 countries (from 2020) except reporting country,Germany,2022,123.2
Total,EU27 countries (from 2020) except reporting country,Germany,2023,117.5
Total,EU27 countries (from 2020) except reporting country,Denmark,2014,9.3
Total,EU27 countries (from 2020) except reporting country,Denmark,2015,9.2
Total,EU27 countries (from 2020) except reporting country,Denmark,2016,8.5
Total,EU27 countries (from 2020) except reporting country,Denmark,2017,7.6
Total,EU27 countries (from 2020) except reporting country,Denmark,2018,9.9
Total,EU27 countries (from 2020) except reporting country,Denmark,2019,7.0
Total,EU27 countries (from 2020) except reporting country,Denmark,2020,6.0
Total,EU27 countries (from 2020) except reporting country,Denmark,2021,7.2
Total,EU27 countries (from 2020) except reporting country,Denmark,2022,7.6
Total,EU27 countries (from 2020) except reporting country,Denmark,2023,9.1
Total,EU27 countries (from 2020) except reporting country,Greece,2014,21.0
Total,EU27 countries (from 2020) except reporting country,Greece,2015,13.9
Total,EU27 countries (from 2020) except reporting country,Greece,2016,14.6
Total,EU27 countries (from 2020) except reporting country,Greece,2017,12.1
Total,EU27 countries (from 2020) except reporting country,Greece,2018,11.4
Total,EU27 countries (from 2020) except reporting country,Greece,2019,11.2
Total,EU27 countries (from 2020) except reporting country,Greece,2020,11.9
Total,EU27 countries (from 2020) except reporting country,Greece,2021,8.2
Total,EU27 countries (from 2020) except reporting country,Greece,2022,6.3
Total,EU27 countries (from 2020) except reporting country,Greece,2023,3.6
Total,EU27 countries (from 2020) except reporting country,Spain,2014,299.7
Total,EU27 countries (from 2020) except reporting country,Spain,2015,237.9
Total,EU27 countries (from 2020) except reporting country,Spain,2016,217.5
Total,EU27 countries (from 2020) except reporting country,Spain,2017,193.8
Total,EU27 countries (from 2020) except reporting country,Spain,2018,174.1
Total,EU27 countries (from 2020) except reporting country,Spain,2019,161.5
Total,EU27 countries (from 2020) except reporting country,Spain,2020,202.9
Total,EU27 countries (from 2020) except reporting country,Spain,2021,174.0
Total,EU27 countries (from 2020) except reporting country,Spain,2022,152.7
Total,EU27 countries (from 2020) except reporting country,Spain,2023,143.7
Total,EU27 countries (from 2020) except reporting country,Finland,2014,5.2
Total,EU27 countries (from 2020) except reporting country,Finland,2015,5.2
Total,EU27 countries (from 2020) except reporting country,Finland,2016,4.1
Total,EU27 countries (from 2020) except reporting country,Finland,2017,4.5
Total,EU27 countries (from 2020) except reporting country,Finland,2018,4.6
Total,EU27 countries (from 2020) except reporting country,Finland,2019,3.1
Total,EU27 countries (from 2020) except reporting country,Finland,2020,4.1
Total,EU27 countries (from 2020) except reporting country,Finland,2021,7.5
Total,EU27 countries (from 2020) except reporting country,Finland,2022,6.4
Total,EU27 countries (from 2020) except reporting country,Finland,2023,8.0
Total,EU27 countries (from 2020) except reporting country,France,2014,70.7
Total,EU27 countries (from 2020) except reporting country,France,2015,75.7
Total,EU27 countries (from 2020) except reporting country,France,2016,68.0
Total,EU27 countries (from 2020) except reporting country,France,2017,57.2
Total,EU27 countries (from 2020) except reporting country,France,2018,60.4
Total,EU27 countries (from 2020) except reporting country,France,2019,59.0
Total,EU27 countries (from 2020) except reporting country,France,2020,43.0
Total,EU27 countries (from 2020) except reporting country,France,2021,50.9
Total,EU27 countries (from 2020) except reporting country,France,2022,50.4
Total,EU27 countries (from 2020) except reporting country,France,2023,48.0
Total,EU27 countries (from 2020) except reporting country,Ireland,2014,25.9
Total,EU27 countries (from 2020) except reporting country,Ireland,2015,21.1
Total,EU27 countries (from 2020) except reporting country,Ireland,2016,17.6
Total,EU27 countries (from 2020) except reporting country,Ireland,2017,14.9
Total,EU27 countries (from 2020) except reporting country,Ireland,2018,14.3
Total,EU27 countries (from 2020) except reporting country,Ireland,2019,11.5
Total,EU27 countries (from 2020) except reporting country,Ireland,2020,15.4
Total,EU27 countries (from 2020) except reporting country,Ireland,2021,16.8
Total,EU27 countries (from 2020) except reporting country,Ireland,2022,11.6
Total,EU27 countries (from 2020) except reporting country,Ireland,2023,12.0
Total,EU27 countries (from 2020) except reporting country,Iceland,2014,0.6
Total,EU27 countries (from 2020) except reporting country,Iceland,2015,0.7
Total,EU27 countries (from 2020) except reporting country,Iceland,2020,1.1
Total,EU27 countries (from 2020) except reporting country,Iceland,2021,1.6
Total,EU27 countries (from 2020) except reporting country,Iceland,2022,1.3
Total,EU27 countries (from 2020) except reporting country,Iceland,2023,0.8
Total,EU27 countries (from 2020) except reporting country,Italy,2014,138.5
Total,EU27 countries (from 2020) except reporting country,Italy,2015,138.3
Total,EU27 countries (from 2020) except reporting country,Italy,2016,131.6
Total,EU27 countries (from 2020) except reporting country,Italy,2017,121.6
Total,EU27 countries (from 2020) except reporting country,Italy,2018,117.6
Total,EU27 countries (from 2020) except reporting country,Italy,2019,125.4
Total,EU27 countries (from 2020) except reporting country,Italy,2020,107.6
Total,EU27 countries (from 2020) except reporting country,Italy,2021,111.2
Total,EU27 countries (from 2020) except reporting country,Italy,2022,97.2
Total,EU27 countries (from 2020) except reporting country,Italy,2023,90.3
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2014,8.3
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2015,10.5
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2016,9.1
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2017,7.6
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2018,7.6
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2019,9.0
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2020,10.0
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2021,7.7
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2022,5.6
Total,EU27 countries (from 2020) except reporting country,Luxembourg,2023,6.8
Total,EU27 countries (from 2020) except reporting country,Malta,2017,0.4
Total,EU27 countries (from 2020) except reporting country,Malta,2018,0.9
Total,EU27 countries (from 2020) except reporting country,Malta,2019,0.9
Total,EU27 countries (from 2020) except reporting country,Malta,2020,1.2
Total,EU27 countries (from 2020) except reporting country,Malta,2021,1.3
Total,EU27 countries (from 2020) except reporting country,Malta,2022,1.3
Total,EU27 countries (from 2020) except reporting country,Malta,2023,1.1
Total,EU27 countries (from 2020) except reporting country,Netherlands,2014,13.6
Total,EU27 countries (from 2020) except reporting country,Netherlands,2015,18.5
Total,EU27 countries (from 2020) except reporting country,Netherlands,2016,13.5
Total,EU27 countries (from 2020) except reporting country,Netherlands,2017,10.1
Total,EU27 countries (from 2020) except reporting country,Netherlands,2018,10.8
Total,EU27 countries (from 2020) except reporting country,Netherlands,2019,9.9
Total,EU27 countries (from 2020) except reporting country,Netherlands,2020,9.2
Total,EU27 countries (from 2020) except reporting country,Netherlands,2021,19.2
Total,EU27 countries (from 2020) except reporting country,Netherlands,2022,10.0
Total,EU27 countries (from 2020) except reporting country,Netherlands,2023,18.2
Total,EU27 countries (from 2020) except reporting country,Norway,2014,10.2
Total,EU27 countries (from 2020) except reporting country,Norway,2015,13.1
Total,EU27 countries (from 2020) except reporting country,Norway,2016,10.1
Total,EU27 countries (from 2020) except reporting country,Norway,2017,9.5
Total,EU27 countries (from 2020) except reporting country,Norway,2018,12.9
Total,EU27 countries (from 2020) except reporting country,Norway,2019,12.4
Total,EU27 countries (from 2020) except reporting country,Norway,2020,18.0
Total,EU27 countries (from 2020) except reporting country,Norway,2021,14.5
Total,EU27 countries (from 2020) except reporting country,Norway,2022,9.1
Total,EU27 countries (from 2020) except reporting country,Norway,2023,12.9
Total,EU27 countries (from 2020) except reporting country,Portugal,2014,8.0
Total,EU27 countries (from 2020) except reporting country,Sweden,2014,14.8
Total,EU27 countries (from 2020) except reporting country,Sweden,2015,12.0
Total,EU27 countries (from 2020) except reporting country,Sweden,2016,10.8
Total,EU27 countries (from 2020) except reporting country,Sweden,2017,12.0
Total,EU27 countries (from 2020) except reporting country,Sweden,2018,7.0
Total,EU27 countries (from 2020) except reporting country,Sweden,2019,10.7
Total,EU27 countries (from 2020) except reporting country,Sweden,2020,15.9
Total,EU27 countries (from 2020) except reporting country,Sweden,2021,14.3
Total,EU27 countries (from 2020) except reporting country,Sweden,2022,11.5
Total,EU27 countries (from 2020) except reporting country,Sweden,2023,13.1
Total,EU27 countries (from 2020) except reporting country,Slovenia,2014,0.6
Total,EU27 countries (from 2020) except reporting country,Slovenia,2015,0.6
Total,EU27 countries (from 2020) except reporting country,Slovenia,2016,0.7
Total,EU27 countries (from 2020) except reporting country,Slovenia,2019,0.5
Total,EU27 countries (from 2020) except reporting country,Slovenia,2020,0.9
Total,EU27 countries (from 2020) except reporting country,United Kingdom,2014,103.7
Total,EU27 countries (from 2020) except reporting country,United Kingdom,2015,106.6
Total,EU27 countries (from 2020) except reporting country,United Kingdom,2016,104.6
Total,EU27 countries (from 2020) except reporting country,United Kingdom,2017,97.2
Total,EU27 countries (from 2020) except reporting country,United Kingdom,2018,77.4
Total,EU27 countries (from 2020) except reporting country,United Kingdom,2019,76.9
