citizenship,geo,employment_rate,quarter,Sex,date
Total,Ireland,79.6,2007-Q4,Males,2007-10-01
Total,Ireland,78.3,2008-Q1,Males,2008-01-01
Total,Ireland,78.0,2008-Q2,Males,2008-04-01
Total,Ireland,77.4,2008-Q3,Males,2008-07-01
Total,Ireland,74.4,2008-Q4,Males,2008-10-01
Total,Ireland,70.0,2009-Q1,Males,2009-01-01
Total,Ireland,68.6,2009-Q2,Males,2009-04-01
Total,Ireland,67.8,2009-Q3,Males,2009-07-01
Total,Ireland,66.4,2009-Q4,Males,2009-10-01
Total,Ireland,65.0,2010-Q1,Males,2010-01-01
Total,Ireland,65.3,2010-Q2,Males,2010-04-01
Total,Ireland,65.4,2010-Q3,Males,2010-07-01
Total,Ireland,63.9,2010-Q4,Males,2010-10-01
Total,Ireland,63.3,2011-Q1,Males,2011-01-01
Total,Ireland,64.0,2011-Q2,Males,2011-04-01
Total,Ireland,64.1,2011-Q3,Males,2011-07-01
Total,Ireland,64.0,2011-Q4,Males,2011-10-01
Total,Ireland,62.8,2012-Q1,Males,2012-01-01
Total,Ireland,63.4,2012-Q2,Males,2012-04-01
Total,Ireland,64.3,2012-Q3,Males,2012-07-01
Total,Ireland,64.2,2012-Q4,Males,2012-10-01
Total,Ireland,64.6,2013-Q1,Males,2013-01-01
Total,Ireland,65.8,2013-Q2,Males,2013-04-01
Total,Ireland,67.3,2013-Q3,Males,2013-07-01
Total,Ireland,67.9,2013-Q4,Males,2013-10-01
Total,Ireland,67.0,2014-Q1,Males,2014-01-01
Total,Ireland,67.7,2014-Q2,Males,2014-04-01
Total,Ireland,69.2,2014-Q3,Males,2014-07-01
Total,Ireland,69.5,2014-Q4,Males,2014-10-01
Total,Ireland,69.2,2015-Q1,Males,2015-01-01
Total,Ireland,70.2,2015-Q2,Males,2015-04-01
Total,Ireland,71.1,2015-Q3,Males,2015-07-01
Total,Ireland,70.5,2015-Q4,Males,2015-10-01
Total,Ireland,70.2,2016-Q1,Males,2016-01-01
Total,Ireland,71.6,2016-Q2,Males,2016-04-01
Total,Ireland,72.9,2016-Q3,Males,2016-07-01
Total,Ireland,72.7,2016-Q4,Males,2016-10-01
Total,Ireland,72.3,2017-Q1,Males,2017-01-01
Total,Ireland,72.6,2017-Q2,Males,2017-04-01
Total,Ireland,73.7,2017-Q3,Males,2017-07-01
Total,Ireland,73.5,2017-Q4,Males,2017-10-01
Total,Ireland,73.6,2018-Q1,Males,2018-01-01
Total,Ireland,73.8,2018-Q2,Males,2018-04-01
Total,Ireland,74.7,2018-Q3,Males,2018-07-01
Total,Ireland,74.4,2018-Q4,Males,2018-10-01
Total,Ireland,74.3,2019-Q1,Males,2019-01-01
Total,Ireland,74.6,2019-Q2,Males,2019-04-01
Total,Ireland,75.3,2019-Q3,Males,2019-07-01
Total,Ireland,75.6,2019-Q4,Males,2019-10-01
Total,Ireland,75.4,2020-Q1,Males,2020-01-01
Total,Ireland,71.1,2020-Q2,Males,2020-04-01
Total,Ireland,73.3,2020-Q3,Males,2020-07-01
Total,Ireland,72.9,2020-Q4,Males,2020-10-01
Total,Ireland,70.2,2021-Q1,Males,2021-01-01
Total,Ireland,73.5,2021-Q2,Males,2021-04-01
Total,Ireland,76.5,2021-Q3,Males,2021-07-01
Total,Ireland,77.0,2021-Q4,Males,2021-10-01
Total,Ireland,77.3,2022-Q1,Males,2022-01-01
Total,Ireland,78.5,2022-Q2,Males,2022-04-01
Total,Ireland,78.9,2022-Q3,Males,2022-07-01
Total,Ireland,78.1,2022-Q4,Males,2022-10-01
Total,Ireland,78.2,2023-Q1,Males,2023-01-01
Total,Ireland,78.0,2023-Q2,Males,2023-04-01
Total,Ireland,78.5,2023-Q3,Males,2023-07-01
Total,Ireland,78.3,2023-Q4,Males,2023-10-01
Total,Ireland,78.0,2024-Q1,Males,2024-01-01
Total,Ireland,78.1,2024-Q2,Males,2024-04-01
Total,Ireland,79.3,2024-Q3,Males,2024-07-01
Total,Ireland,78.0,2024-Q4,Males,2024-10-01
Total,Ireland,59.7,1998-Q2,Total,1998-04-01
Total,Ireland,62.5,1999-Q2,Total,1999-04-01
Total,Ireland,65.3,1999-Q3,Total,1999-07-01
Total,Ireland,63.9,1999-Q4,Total,1999-10-01
Total,Ireland,63.9,2000-Q1,Total,2000-01-01
Total,Ireland,64.5,2000-Q2,Total,2000-04-01
Total,Ireland,66.9,2000-Q3,Total,2000-07-01
Total,Ireland,65.3,2000-Q4,Total,2000-10-01
Total,Ireland,65.1,2001-Q1,Total,2001-01-01
Total,Ireland,65.2,2001-Q2,Total,2001-04-01
Total,Ireland,67.4,2001-Q3,Total,2001-07-01
Total,Ireland,65.6,2001-Q4,Total,2001-10-01
Total,Ireland,65.1,2002-Q1,Total,2002-01-01
Total,Ireland,65.1,2002-Q2,Total,2002-04-01
Total,Ireland,66.5,2002-Q3,Total,2002-07-01
Total,Ireland,65.1,2002-Q4,Total,2002-10-01
Total,Ireland,64.8,2003-Q1,Total,2003-01-01
Total,Ireland,65.1,2003-Q2,Total,2003-04-01
Total,Ireland,66.4,2003-Q3,Total,2003-07-01
Total,Ireland,65.7,2003-Q4,Total,2003-10-01
Total,Ireland,65.7,2004-Q1,Total,2004-01-01
Total,Ireland,65.5,2004-Q2,Total,2004-04-01
Total,Ireland,67.2,2004-Q3,Total,2004-07-01
Total,Ireland,66.7,2004-Q4,Total,2004-10-01
Total,Ireland,66.8,2005-Q1,Total,2005-01-01
Total,Ireland,67.1,2005-Q2,Total,2005-04-01
Total,Ireland,68.8,2005-Q3,Total,2005-07-01
Total,Ireland,67.8,2005-Q4,Total,2005-10-01
Total,Ireland,68.1,2006-Q1,Total,2006-01-01
Total,Ireland,68.2,2006-Q2,Total,2006-04-01
Total,Ireland,69.6,2006-Q3,Total,2006-07-01
Total,Ireland,68.8,2006-Q4,Total,2006-10-01
Total,Ireland,71.4,2007-Q1,Total,2007-01-01
Total,Ireland,71.7,2007-Q2,Total,2007-04-01
Total,Ireland,72.5,2007-Q3,Total,2007-07-01
Total,Ireland,71.3,2007-Q4,Total,2007-10-01
Total,Ireland,70.6,2008-Q1,Total,2008-01-01
Total,Ireland,70.3,2008-Q2,Total,2008-04-01
Total,Ireland,69.9,2008-Q3,Total,2008-07-01
Total,Ireland,67.8,2008-Q4,Total,2008-10-01
Total,Ireland,64.9,2009-Q1,Total,2009-01-01
Total,Ireland,64.0,2009-Q2,Total,2009-04-01
Total,Ireland,63.4,2009-Q3,Total,2009-07-01
Total,Ireland,62.3,2009-Q4,Total,2009-10-01
Total,Ireland,61.2,2010-Q1,Total,2010-01-01
Total,Ireland,61.4,2010-Q2,Total,2010-04-01
Total,Ireland,61.2,2010-Q3,Total,2010-07-01
Total,Ireland,60.2,2010-Q4,Total,2010-10-01
Total,Ireland,59.6,2011-Q1,Total,2011-01-01
Total,Ireland,60.4,2011-Q2,Total,2011-04-01
Total,Ireland,60.0,2011-Q3,Total,2011-07-01
Total,Ireland,60.1,2011-Q4,Total,2011-10-01
Total,Ireland,59.3,2012-Q1,Total,2012-01-01
Total,Ireland,59.8,2012-Q2,Total,2012-04-01
Total,Ireland,60.2,2012-Q3,Total,2012-07-01
Total,Ireland,60.3,2012-Q4,Total,2012-10-01
Total,Ireland,60.3,2013-Q1,Total,2013-01-01
Total,Ireland,61.4,2013-Q2,Total,2013-04-01
Total,Ireland,62.5,2013-Q3,Total,2013-07-01
Total,Ireland,62.7,2013-Q4,Total,2013-10-01
Total,Ireland,62.0,2014-Q1,Total,2014-01-01
Total,Ireland,62.6,2014-Q2,Total,2014-04-01
Total,Ireland,63.8,2014-Q3,Total,2014-07-01
Total,Ireland,64.2,2014-Q4,Total,2014-10-01
Total,Ireland,63.7,2015-Q1,Total,2015-01-01
Total,Ireland,64.6,2015-Q2,Total,2015-04-01
Total,Ireland,65.3,2015-Q3,Total,2015-07-01
Total,Ireland,65.5,2015-Q4,Total,2015-10-01
Total,Ireland,65.1,2016-Q1,Total,2016-01-01
Total,Ireland,66.3,2016-Q2,Total,2016-04-01
Total,Ireland,67.2,2016-Q3,Total,2016-07-01
Total,Ireland,67.1,2016-Q4,Total,2016-10-01
Total,Ireland,66.9,2017-Q1,Total,2017-01-01
Total,Ireland,67.4,2017-Q2,Total,2017-04-01
Total,Ireland,68.0,2017-Q3,Total,2017-07-01
Total,Ireland,68.3,2017-Q4,Total,2017-10-01
Total,Ireland,67.9,2018-Q1,Total,2018-01-01
Total,Ireland,68.5,2018-Q2,Total,2018-04-01
Total,Ireland,69.1,2018-Q3,Total,2018-07-01
Total,Ireland,69.1,2018-Q4,Total,2018-10-01
Total,Ireland,69.3,2019-Q1,Total,2019-01-01
Total,Ireland,69.1,2019-Q2,Total,2019-04-01
Total,Ireland,69.6,2019-Q3,Total,2019-07-01
Total,Ireland,70.2,2019-Q4,Total,2019-10-01
Total,Ireland,69.8,2020-Q1,Total,2020-01-01
Total,Ireland,65.7,2020-Q2,Total,2020-04-01
Total,Ireland,67.7,2020-Q3,Total,2020-07-01
Total,Ireland,67.8,2020-Q4,Total,2020-10-01
Total,Ireland,65.5,2021-Q1,Total,2021-01-01
Total,Ireland,68.6,2021-Q2,Total,2021-04-01
Total,Ireland,72.2,2021-Q3,Total,2021-07-01
Total,Ireland,73.0,2021-Q4,Total,2021-10-01
Total,Ireland,72.9,2022-Q1,Total,2022-01-01
Total,Ireland,73.6,2022-Q2,Total,2022-04-01
Total,Ireland,73.3,2022-Q3,Total,2022-07-01
Total,Ireland,73.3,2022-Q4,Total,2022-10-01
Total,Ireland,73.7,2023-Q1,Total,2023-01-01
Total,Ireland,74.2,2023-Q2,Total,2023-04-01
Total,Ireland,74.2,2023-Q3,Total,2023-07-01
Total,Ireland,74.0,2023-Q4,Total,2023-10-01
Total,Ireland,73.8,2024-Q1,Total,2024-01-01
Total,Ireland,74.4,2024-Q2,Total,2024-04-01
Total,Ireland,75.3,2024-Q3,Total,2024-07-01
Total,Ireland,74.3,2024-Q4,Total,2024-10-01
Foreign country,Italy,47.8,2005-Q1,Females,2005-01-01
Foreign country,Italy,47.9,2005-Q2,Females,2005-04-01
Foreign country,Italy,51.3,2005-Q3,Females,2005-07-01
Foreign country,Italy,52.9,2005-Q4,Females,2005-10-01
Foreign country,Italy,50.2,2006-Q1,Females,2006-01-01
Foreign country,Italy,51.7,2006-Q2,Females,2006-04-01
Foreign country,Italy,51.3,2006-Q3,Females,2006-07-01
Foreign country,Italy,50.6,2006-Q4,Females,2006-10-01
Foreign country,Italy,48.9,2007-Q1,Females,2007-01-01
Foreign country,Italy,51.3,2007-Q2,Females,2007-04-01
Foreign country,Italy,53.7,2007-Q3,Females,2007-07-01
Foreign country,Italy,52.9,2007-Q4,Females,2007-10-01
Foreign country,Italy,51.1,2008-Q1,Females,2008-01-01
Foreign country,Italy,52.0,2008-Q2,Females,2008-04-01
Foreign country,Italy,54.8,2008-Q3,Females,2008-07-01
Foreign country,Italy,54.4,2008-Q4,Females,2008-10-01
Foreign country,Italy,52.5,2009-Q1,Females,2009-01-01
Foreign country,Italy,52.3,2009-Q2,Females,2009-04-01
Foreign country,Italy,51.4,2009-Q3,Females,2009-07-01
Foreign country,Italy,52.8,2009-Q4,Females,2009-10-01
Foreign country,Italy,52.1,2010-Q1,Females,2010-01-01
Foreign country,Italy,52.5,2010-Q2,Females,2010-04-01
Foreign country,Italy,50.8,2010-Q3,Females,2010-07-01
Foreign country,Italy,50.3,2010-Q4,Females,2010-10-01
Foreign country,Italy,52.4,2011-Q1,Females,2011-01-01
Foreign country,Italy,51.5,2011-Q2,Females,2011-04-01
Foreign country,Italy,50.5,2011-Q3,Females,2011-07-01
Foreign country,Italy,49.6,2011-Q4,Females,2011-10-01
Foreign country,Italy,50.6,2012-Q1,Females,2012-01-01
Foreign country,Italy,51.8,2012-Q2,Females,2012-04-01
Foreign country,Italy,51.3,2012-Q3,Females,2012-07-01
Foreign country,Italy,51.5,2012-Q4,Females,2012-10-01
Foreign country,Italy,50.3,2013-Q1,Females,2013-01-01
Foreign country,Italy,49.7,2013-Q2,Females,2013-04-01
Foreign country,Italy,49.7,2013-Q3,Females,2013-07-01
Foreign country,Italy,49.7,2013-Q4,Females,2013-10-01
Foreign country,Italy,49.4,2014-Q1,Females,2014-01-01
Foreign country,Italy,50.9,2014-Q2,Females,2014-04-01
Foreign country,Italy,51.0,2014-Q3,Females,2014-07-01
Foreign country,Italy,49.4,2014-Q4,Females,2014-10-01
Foreign country,Italy,48.7,2015-Q1,Females,2015-01-01
Foreign country,Italy,50.5,2015-Q2,Females,2015-04-01
Foreign country,Italy,49.5,2015-Q3,Females,2015-07-01
Foreign country,Italy,50.2,2015-Q4,Females,2015-10-01
Foreign country,Italy,48.8,2016-Q1,Females,2016-01-01
Foreign country,Italy,49.3,2016-Q2,Females,2016-04-01
Foreign country,Italy,50.9,2016-Q3,Females,2016-07-01
Foreign country,Italy,49.6,2016-Q4,Females,2016-10-01
Foreign country,Italy,49.3,2017-Q1,Females,2017-01-01
Foreign country,Italy,50.4,2017-Q2,Females,2017-04-01
Foreign country,Italy,51.9,2017-Q3,Females,2017-07-01
Foreign country,Italy,49.3,2017-Q4,Females,2017-10-01
Foreign country,Italy,49.9,2018-Q1,Females,2018-01-01
Foreign country,Italy,51.2,2018-Q2,Females,2018-04-01
Foreign country,Italy,51.0,2018-Q3,Females,2018-07-01
Foreign country,Italy,49.2,2018-Q4,Females,2018-10-01
Foreign country,Italy,49.1,2019-Q1,Females,2019-01-01
Foreign country,Italy,49.6,2019-Q2,Females,2019-04-01
Foreign country,Italy,50.9,2019-Q3,Females,2019-07-01
Foreign country,Italy,48.6,2019-Q4,Females,2019-10-01
Foreign country,Italy,45.2,2020-Q1,Females,2020-01-01
Foreign country,Italy,43.0,2020-Q2,Females,2020-04-01
Foreign country,Italy,45.9,2020-Q3,Females,2020-07-01
Foreign country,Italy,43.6,2020-Q4,Females,2020-10-01
Foreign country,Italy,42.6,2021-Q1,Females,2021-01-01
Foreign country,Italy,44.9,2021-Q2,Females,2021-04-01
Foreign country,Italy,47.2,2021-Q3,Females,2021-07-01
Foreign country,Italy,46.7,2021-Q4,Females,2021-10-01
Foreign country,Italy,46.3,2022-Q1,Females,2022-01-01
Foreign country,Italy,47.2,2022-Q2,Females,2022-04-01
Foreign country,Italy,48.1,2022-Q3,Females,2022-07-01
Foreign country,Italy,48.6,2022-Q4,Females,2022-10-01
Foreign country,Italy,47.4,2023-Q1,Females,2023-01-01
Foreign country,Italy,47.9,2023-Q2,Females,2023-04-01
Foreign country,Italy,49.4,2023-Q3,Females,2023-07-01
Foreign country,Italy,50.1,2023-Q4,Females,2023-10-01
Foreign country,Italy,48.2,2024-Q1,Females,2024-01-01
Foreign country,Italy,49.9,2024-Q2,Females,2024-04-01
Foreign country,Italy,51.2,2024-Q3,Females,2024-07-01
Foreign country,Italy,48.5,2024-Q4,Females,2024-10-01
Foreign country,Italy,83.3,2005-Q1,Males,2005-01-01
Foreign country,Italy,83.1,2005-Q2,Males,2005-04-01
Foreign country,Italy,81.8,2005-Q3,Males,2005-07-01
Foreign country,Italy,79.9,2005-Q4,Males,2005-10-01
Foreign country,Italy,84.7,2006-Q1,Males,2006-01-01
Foreign country,Italy,84.2,2006-Q2,Males,2006-04-01
Foreign country,Italy,83.7,2006-Q3,Males,2006-07-01
Foreign country,Italy,85.1,2006-Q4,Males,2006-10-01
Foreign country,Italy,82.2,2007-Q1,Males,2007-01-01
Foreign country,Italy,84.3,2007-Q2,Males,2007-04-01
Foreign country,Italy,84.5,2007-Q3,Males,2007-07-01
Foreign country,Italy,83.2,2007-Q4,Males,2007-10-01
Foreign country,Italy,81.4,2008-Q1,Males,2008-01-01
Foreign country,Italy,80.5,2008-Q2,Males,2008-04-01
Foreign country,Italy,84.2,2008-Q3,Males,2008-07-01
Foreign country,Italy,81.8,2008-Q4,Males,2008-10-01
Foreign country,Italy,78.3,2009-Q1,Males,2009-01-01
Foreign country,Italy,78.4,2009-Q2,Males,2009-04-01
Foreign country,Italy,78.0,2009-Q3,Males,2009-07-01
Foreign country,Italy,76.5,2009-Q4,Males,2009-10-01
Foreign country,Italy,74.5,2010-Q1,Males,2010-01-01
Foreign country,Italy,76.2,2010-Q2,Males,2010-04-01
Foreign country,Italy,78.2,2010-Q3,Males,2010-07-01
Foreign country,Italy,75.9,2010-Q4,Males,2010-10-01
Foreign country,Italy,74.5,2011-Q1,Males,2011-01-01
Foreign country,Italy,77.6,2011-Q2,Males,2011-04-01
Foreign country,Italy,76.5,2011-Q3,Males,2011-07-01
Foreign country,Italy,73.5,2011-Q4,Males,2011-10-01
Foreign country,Italy,71.2,2012-Q1,Males,2012-01-01
Foreign country,Italy,72.8,2012-Q2,Males,2012-04-01
Foreign country,Italy,72.3,2012-Q3,Males,2012-07-01
Foreign country,Italy,69.8,2012-Q4,Males,2012-10-01
Foreign country,Italy,68.6,2013-Q1,Males,2013-01-01
Foreign country,Italy,68.1,2013-Q2,Males,2013-04-01
Foreign country,Italy,68.3,2013-Q3,Males,2013-07-01
Foreign country,Italy,67.3,2013-Q4,Males,2013-10-01
Foreign country,Italy,66.9,2014-Q1,Males,2014-01-01
Foreign country,Italy,68.8,2014-Q2,Males,2014-04-01
Foreign country,Italy,68.6,2014-Q3,Males,2014-07-01
Foreign country,Italy,67.9,2014-Q4,Males,2014-10-01
Foreign country,Italy,66.6,2015-Q1,Males,2015-01-01
Foreign country,Italy,69.1,2015-Q2,Males,2015-04-01
Foreign country,Italy,71.0,2015-Q3,Males,2015-07-01
Foreign country,Italy,70.8,2015-Q4,Males,2015-10-01
Foreign country,Italy,69.8,2016-Q1,Males,2016-01-01
Foreign country,Italy,71.1,2016-Q2,Males,2016-04-01
Foreign country,Italy,71.3,2016-Q3,Males,2016-07-01
Foreign country,Italy,71.5,2016-Q4,Males,2016-10-01
Foreign country,Italy,71.7,2017-Q1,Males,2017-01-01
Foreign country,Italy,71.9,2017-Q2,Males,2017-04-01
Foreign country,Italy,73.0,2017-Q3,Males,2017-07-01
Foreign country,Italy,73.2,2017-Q4,Males,2017-10-01
Foreign country,Italy,71.0,2018-Q1,Males,2018-01-01
Foreign country,Italy,75.0,2018-Q2,Males,2018-04-01
Foreign country,Italy,76.2,2018-Q3,Males,2018-07-01
Foreign country,Italy,73.0,2018-Q4,Males,2018-10-01
Foreign country,Italy,72.2,2019-Q1,Males,2019-01-01
Foreign country,Italy,74.7,2019-Q2,Males,2019-04-01
Foreign country,Italy,75.4,2019-Q3,Males,2019-07-01
Foreign country,Italy,74.4,2019-Q4,Males,2019-10-01
Foreign country,Italy,73.4,2020-Q1,Males,2020-01-01
Foreign country,Italy,70.8,2020-Q2,Males,2020-04-01
Foreign country,Italy,71.5,2020-Q3,Males,2020-07-01
Foreign country,Italy,72.3,2020-Q4,Males,2020-10-01
Foreign country,Italy,67.9,2021-Q1,Males,2021-01-01
Foreign country,Italy,71.3,2021-Q2,Males,2021-04-01
Foreign country,Italy,74.2,2021-Q3,Males,2021-07-01
Foreign country,Italy,73.1,2021-Q4,Males,2021-10-01
Foreign country,Italy,73.2,2022-Q1,Males,2022-01-01
Foreign country,Italy,75.4,2022-Q2,Males,2022-04-01
Foreign country,Italy,75.1,2022-Q3,Males,2022-07-01
Foreign country,Italy,75.7,2022-Q4,Males,2022-10-01
Foreign country,Italy,73.9,2023-Q1,Males,2023-01-01
Foreign country,Italy,75.3,2023-Q2,Males,2023-04-01
Foreign country,Italy,76.7,2023-Q3,Males,2023-07-01
Foreign country,Italy,76.6,2023-Q4,Males,2023-10-01
Foreign country,Italy,75.4,2024-Q1,Males,2024-01-01
Foreign country,Italy,76.0,2024-Q2,Males,2024-04-01
Foreign country,Italy,76.4,2024-Q3,Males,2024-07-01
Foreign country,Italy,76.0,2024-Q4,Males,2024-10-01
Foreign country,Italy,65.5,2005-Q1,Total,2005-01-01
Foreign country,Italy,65.6,2005-Q2,Total,2005-04-01
Foreign country,Italy,66.2,2005-Q3,Total,2005-07-01
Foreign country,Italy,66.0,2005-Q4,Total,2005-10-01
Foreign country,Italy,67.1,2006-Q1,Total,2006-01-01
Foreign country,Italy,67.4,2006-Q2,Total,2006-04-01
Foreign country,Italy,66.9,2006-Q3,Total,2006-07-01
Foreign country,Italy,67.5,2006-Q4,Total,2006-10-01
Foreign country,Italy,65.0,2007-Q1,Total,2007-01-01
Foreign country,Italy,67.0,2007-Q2,Total,2007-04-01
Foreign country,Italy,68.6,2007-Q3,Total,2007-07-01
Foreign country,Italy,67.6,2007-Q4,Total,2007-10-01
Foreign country,Italy,65.7,2008-Q1,Total,2008-01-01
Foreign country,Italy,65.6,2008-Q2,Total,2008-04-01
Foreign country,Italy,68.8,2008-Q3,Total,2008-07-01
Foreign country,Italy,67.6,2008-Q4,Total,2008-10-01
Foreign country,Italy,64.9,2009-Q1,Total,2009-01-01
Foreign country,Italy,64.7,2009-Q2,Total,2009-04-01
Foreign country,Italy,63.8,2009-Q3,Total,2009-07-01
Foreign country,Italy,64.0,2009-Q4,Total,2009-10-01
Foreign country,Italy,62.7,2010-Q1,Total,2010-01-01
Foreign country,Italy,63.6,2010-Q2,Total,2010-04-01
Foreign country,Italy,63.7,2010-Q3,Total,2010-07-01
Foreign country,Italy,62.3,2010-Q4,Total,2010-10-01
Foreign country,Italy,62.7,2011-Q1,Total,2011-01-01
Foreign country,Italy,63.5,2011-Q2,Total,2011-04-01
Foreign country,Italy,62.5,2011-Q3,Total,2011-07-01
Foreign country,Italy,60.7,2011-Q4,Total,2011-10-01
Foreign country,Italy,60.1,2012-Q1,Total,2012-01-01
Foreign country,Italy,61.5,2012-Q2,Total,2012-04-01
Foreign country,Italy,60.9,2012-Q3,Total,2012-07-01
Foreign country,Italy,59.9,2012-Q4,Total,2012-10-01
Foreign country,Italy,58.8,2013-Q1,Total,2013-01-01
Foreign country,Italy,58.3,2013-Q2,Total,2013-04-01
Foreign country,Italy,58.3,2013-Q3,Total,2013-07-01
Foreign country,Italy,57.8,2013-Q4,Total,2013-10-01
Foreign country,Italy,57.4,2014-Q1,Total,2014-01-01
Foreign country,Italy,59.3,2014-Q2,Total,2014-04-01
Foreign country,Italy,59.2,2014-Q3,Total,2014-07-01
Foreign country,Italy,58.0,2014-Q4,Total,2014-10-01
Foreign country,Italy,57.1,2015-Q1,Total,2015-01-01
Foreign country,Italy,59.2,2015-Q2,Total,2015-04-01
Foreign country,Italy,59.5,2015-Q3,Total,2015-07-01
Foreign country,Italy,59.8,2015-Q4,Total,2015-10-01
Foreign country,Italy,58.6,2016-Q1,Total,2016-01-01
Foreign country,Italy,59.5,2016-Q2,Total,2016-04-01
Foreign country,Italy,60.4,2016-Q3,Total,2016-07-01
Foreign country,Italy,59.8,2016-Q4,Total,2016-10-01
Foreign country,Italy,59.7,2017-Q1,Total,2017-01-01
Foreign country,Italy,60.4,2017-Q2,Total,2017-04-01
Foreign country,Italy,61.8,2017-Q3,Total,2017-07-01
Foreign country,Italy,60.5,2017-Q4,Total,2017-10-01
Foreign country,Italy,59.7,2018-Q1,Total,2018-01-01
Foreign country,Italy,62.3,2018-Q2,Total,2018-04-01
Foreign country,Italy,62.7,2018-Q3,Total,2018-07-01
Foreign country,Italy,60.3,2018-Q4,Total,2018-10-01
Foreign country,Italy,59.9,2019-Q1,Total,2019-01-01
Foreign country,Italy,61.5,2019-Q2,Total,2019-04-01
Foreign country,Italy,62.4,2019-Q3,Total,2019-07-01
Foreign country,Italy,60.6,2019-Q4,Total,2019-10-01
Foreign country,Italy,58.4,2020-Q1,Total,2020-01-01
Foreign country,Italy,56.0,2020-Q2,Total,2020-04-01
Foreign country,Italy,57.9,2020-Q3,Total,2020-07-01
Foreign country,Italy,57.0,2020-Q4,Total,2020-10-01
Foreign country,Italy,54.5,2021-Q1,Total,2021-01-01
Foreign country,Italy,57.3,2021-Q2,Total,2021-04-01
Foreign country,Italy,59.9,2021-Q3,Total,2021-07-01
Foreign country,Italy,59.4,2021-Q4,Total,2021-10-01
Foreign country,Italy,59.1,2022-Q1,Total,2022-01-01
Foreign country,Italy,60.6,2022-Q2,Total,2022-04-01
Foreign country,Italy,61.0,2022-Q3,Total,2022-07-01
Foreign country,Italy,61.6,2022-Q4,Total,2022-10-01
Foreign country,Italy,60.1,2023-Q1,Total,2023-01-01
Foreign country,Italy,61.0,2023-Q2,Total,2023-04-01
Foreign country,Italy,62.4,2023-Q3,Total,2023-07-01
Foreign country,Italy,62.8,2023-Q4,Total,2023-10-01
Foreign country,Italy,61.2,2024-Q1,Total,2024-01-01
Foreign country,Italy,62.5,2024-Q2,Total,2024-04-01
Foreign country,Italy,63.5,2024-Q3,Total,2024-07-01
Foreign country,Italy,62.0,2024-Q4,Total,2024-10-01
Reporting country,Italy,45.1,2005-Q1,Females,2005-01-01
Reporting country,Italy,45.4,2005-Q2,Females,2005-04-01
Reporting country,Italy,44.6,2005-Q3,Females,2005-07-01
Reporting country,Italy,45.4,2005-Q4,Females,2005-10-01
Reporting country,Italy,45.6,2006-Q1,Females,2006-01-01
Reporting country,Italy,46.4,2006-Q2,Females,2006-04-01
Reporting country,Italy,45.9,2006-Q3,Females,2006-07-01
Reporting country,Italy,46.5,2006-Q4,Females,2006-10-01
Reporting country,Italy,45.8,2007-Q1,Females,2007-01-01
Reporting country,Italy,46.5,2007-Q2,Females,2007-04-01
Reporting country,Italy,46.5,2007-Q3,Females,2007-07-01
Reporting country,Italy,46.6,2007-Q4,Females,2007-10-01
Reporting country,Italy,46.6,2008-Q1,Females,2008-01-01
Reporting country,Italy,47.3,2008-Q2,Females,2008-04-01
Reporting country,Italy,46.7,2008-Q3,Females,2008-07-01
Reporting country,Italy,46.6,2008-Q4,Females,2008-10-01
