citizenship,geo,employment_rate,year,Sex
Foreign country,Luxembourg,66.7,2003,Total
Foreign country,Luxembourg,65.9,2004,Total
Foreign country,Luxembourg,67.2,2005,Total
Foreign country,Luxembourg,67.2,2006,Total
Foreign country,Luxembourg,68.6,2007,Total
Foreign country,Luxembourg,66.7,2008,Total
Foreign country,Luxembourg,67.9,2009,Total
Foreign country,Luxembourg,68.4,2010,Total
Foreign country,Luxembourg,68.2,2011,Total
Foreign country,Luxembourg,69.4,2012,Total
Foreign country,Luxembourg,68.9,2013,Total
Foreign country,Luxembourg,69.7,2014,Total
Foreign country,Luxembourg,68.4,2015,Total
Foreign country,Luxembourg,67.8,2016,Total
Foreign country,Luxembourg,69.2,2017,Total
Foreign country,Luxembourg,70.8,2018,Total
Foreign country,Luxembourg,71.6,2019,Total
Foreign country,Luxembourg,70.2,2020,Total
Foreign country,Luxembourg,72.6,2021,Total
Foreign country,Luxembourg,74.0,2022,Total
Foreign country,Luxembourg,74.7,2023,Total
Foreign country,Luxembourg,73.6,2024,Total
Reporting country,Luxembourg,38.7,1995,Females
Reporting country,Luxembourg,40.3,1996,Females
Reporting country,Luxembourg,41.3,1997,Females
Reporting country,Luxembourg,42.6,1998,Females
Reporting country,Luxembourg,45.2,1999,Females
Reporting country,Luxembourg,46.7,2000,Females
Reporting country,Luxembourg,47.1,2001,Females
Reporting country,Luxembourg,47.9,2002,Females
Reporting country,Luxembourg,47.5,2003,Females
Reporting country,Luxembourg,49.4,2004,Females
Reporting country,Luxembourg,51.1,2005,Females
Reporting country,Luxembourg,52.3,2006,Females
Reporting country,Luxembourg,52.7,2007,Females
Reporting country,Luxembourg,51.9,2008,Females
Reporting country,Luxembourg,54.8,2009,Females
Reporting country,Luxembourg,54.5,2010,Females
Reporting country,Luxembourg,54.9,2011,Females
Reporting country,Luxembourg,56.4,2012,Females
Reporting country,Luxembourg,57.2,2013,Females
Reporting country,Luxembourg,58.0,2014,Females
Reporting country,Luxembourg,60.0,2015,Females
Reporting country,Luxembourg,59.1,2016,Females
Reporting country,Luxembourg,60.4,2017,Females
Reporting country,Luxembourg,60.1,2018,Females
Reporting country,Luxembourg,61.4,2019,Females
Reporting country,Luxembourg,63.1,2020,Females
Reporting country,Luxembourg,64.1,2021,Females
Reporting country,Luxembourg,63.8,2022,Females
Reporting country,Luxembourg,63.2,2023,Females
Reporting country,Luxembourg,64.3,2024,Females
Reporting country,Luxembourg,72.2,1995,Males
Reporting country,Luxembourg,72.0,1996,Males
Reporting country,Luxembourg,72.5,1997,Males
Reporting country,Luxembourg,73.6,1998,Males
Reporting country,Luxembourg,73.3,1999,Males
Reporting country,Luxembourg,75.0,2000,Males
Reporting country,Luxembourg,71.3,2001,Males
Reporting country,Luxembourg,72.9,2002,Males
Reporting country,Luxembourg,70.3,2003,Males
Reporting country,Luxembourg,70.5,2004,Males
Reporting country,Luxembourg,70.5,2005,Males
Reporting country,Luxembourg,69.7,2006,Males
Reporting country,Luxembourg,68.7,2007,Males
Reporting country,Luxembourg,69.4,2008,Males
Reporting country,Luxembourg,70.7,2009,Males
Reporting country,Luxembourg,70.2,2010,Males
Reporting country,Luxembourg,67.9,2011,Males
Reporting country,Luxembourg,68.7,2012,Males
Reporting country,Luxembourg,68.3,2013,Males
Reporting country,Luxembourg,69.5,2014,Males
Reporting country,Luxembourg,67.8,2015,Males
Reporting country,Luxembourg,67.5,2016,Males
Reporting country,Luxembourg,66.0,2017,Males
Reporting country,Luxembourg,66.3,2018,Males
Reporting country,Luxembourg,66.8,2019,Males
Reporting country,Luxembourg,65.4,2020,Males
Reporting country,Luxembourg,68.1,2021,Males
Reporting country,Luxembourg,68.5,2022,Males
Reporting country,Luxembourg,68.2,2023,Males
Reporting country,Luxembourg,67.0,2024,Males
Reporting country,Luxembourg,55.7,1995,Total
Reporting country,Luxembourg,56.4,1996,Total
Reporting country,Luxembourg,57.2,1997,Total
Reporting country,Luxembourg,58.4,1998,Total
Reporting country,Luxembourg,59.5,1999,Total
Reporting country,Luxembourg,61.6,2000,Total
Reporting country,Luxembourg,59.2,2001,Total
Reporting country,Luxembourg,60.6,2002,Total
Reporting country,Luxembourg,59.0,2003,Total
Reporting country,Luxembourg,60.1,2004,Total
Reporting country,Luxembourg,60.9,2005,Total
Reporting country,Luxembourg,60.9,2006,Total
Reporting country,Luxembourg,60.6,2007,Total
Reporting country,Luxembourg,60.8,2008,Total
Reporting country,Luxembourg,62.8,2009,Total
Reporting country,Luxembourg,62.5,2010,Total
Reporting country,Luxembourg,61.5,2011,Total
Reporting country,Luxembourg,62.6,2012,Total
Reporting country,Luxembourg,62.8,2013,Total
Reporting country,Luxembourg,63.7,2014,Total
Reporting country,Luxembourg,63.9,2015,Total
Reporting country,Luxembourg,63.3,2016,Total
Reporting country,Luxembourg,63.2,2017,Total
Reporting country,Luxembourg,63.2,2018,Total
Reporting country,Luxembourg,64.1,2019,Total
Reporting country,Luxembourg,64.2,2020,Total
Reporting country,Luxembourg,66.1,2021,Total
Reporting country,Luxembourg,66.2,2022,Total
Reporting country,Luxembourg,65.7,2023,Total
Reporting country,Luxembourg,65.7,2024,Total
Total,Luxembourg,42.2,1995,Females
Total,Luxembourg,43.6,1996,Females
Total,Luxembourg,45.4,1997,Females
Total,Luxembourg,45.6,1998,Females
Total,Luxembourg,48.5,1999,Females
Total,Luxembourg,50.0,2000,Females
Total,Luxembourg,50.8,2001,Females
Total,Luxembourg,51.5,2002,Females
Total,Luxembourg,50.9,2003,Females
Total,Luxembourg,51.9,2004,Females
Total,Luxembourg,53.7,2005,Females
Total,Luxembourg,54.6,2006,Females
Total,Luxembourg,56.1,2007,Females
Total,Luxembourg,55.1,2008,Females
Total,Luxembourg,57.0,2009,Females
Total,Luxembourg,57.2,2010,Females
Total,Luxembourg,56.9,2011,Females
Total,Luxembourg,59.0,2012,Females
Total,Luxembourg,59.1,2013,Females
Total,Luxembourg,60.5,2014,Females
Total,Luxembourg,60.8,2015,Females
Total,Luxembourg,60.4,2016,Females
Total,Luxembourg,62.5,2017,Females
Total,Luxembourg,63.4,2018,Females
Total,Luxembourg,63.6,2019,Females
Total,Luxembourg,63.9,2020,Females
Total,Luxembourg,66.0,2021,Females
Total,Luxembourg,67.1,2022,Females
Total,Luxembourg,66.8,2023,Females
Total,Luxembourg,67.2,2024,Females
Total,Luxembourg,74.3,1995,Males
Total,Luxembourg,74.4,1996,Males
Total,Luxembourg,74.3,1997,Males
Total,Luxembourg,74.6,1998,Males
Total,Luxembourg,74.4,1999,Males
Total,Luxembourg,75.0,2000,Males
Total,Luxembourg,74.9,2001,Males
Total,Luxembourg,75.5,2002,Males
Total,Luxembourg,73.3,2003,Males
Total,Luxembourg,72.8,2004,Males
Total,Luxembourg,73.3,2005,Males
Total,Luxembourg,72.6,2006,Males
Total,Luxembourg,72.3,2007,Males
Total,Luxembourg,71.5,2008,Males
Total,Luxembourg,73.2,2009,Males
Total,Luxembourg,73.1,2010,Males
Total,Luxembourg,72.1,2011,Males
Total,Luxembourg,72.5,2012,Males
Total,Luxembourg,72.1,2013,Males
Total,Luxembourg,72.6,2014,Males
Total,Luxembourg,71.3,2015,Males
Total,Luxembourg,70.5,2016,Males
Total,Luxembourg,69.9,2017,Males
Total,Luxembourg,70.6,2018,Males
Total,Luxembourg,72.1,2019,Males
Total,Luxembourg,70.4,2020,Males
Total,Luxembourg,72.6,2021,Males
Total,Luxembourg,73.0,2022,Males
Total,Luxembourg,73.6,2023,Males
Total,Luxembourg,72.1,2024,Males
Total,Luxembourg,58.5,1995,Total
Total,Luxembourg,59.1,1996,Total
Total,Luxembourg,59.9,1997,Total
Total,Luxembourg,60.2,1998,Total
Total,Luxembourg,61.6,1999,Total
Total,Luxembourg,62.7,2000,Total
Total,Luxembourg,63.0,2001,Total
Total,Luxembourg,63.6,2002,Total
Total,Luxembourg,62.2,2003,Total
Total,Luxembourg,62.5,2004,Total
Total,Luxembourg,63.6,2005,Total
Total,Luxembourg,63.6,2006,Total
Total,Luxembourg,64.2,2007,Total
Total,Luxembourg,63.4,2008,Total
Total,Luxembourg,65.2,2009,Total
Total,Luxembourg,65.2,2010,Total
Total,Luxembourg,64.6,2011,Total
Total,Luxembourg,65.8,2012,Total
Total,Luxembourg,65.7,2013,Total
Total,Luxembourg,66.6,2014,Total
Total,Luxembourg,66.1,2015,Total
Total,Luxembourg,65.6,2016,Total
Total,Luxembourg,66.3,2017,Total
Total,Luxembourg,67.1,2018,Total
Total,Luxembourg,67.9,2019,Total
Total,Luxembourg,67.2,2020,Total
Total,Luxembourg,69.4,2021,Total
Total,Luxembourg,70.1,2022,Total
Total,Luxembourg,70.3,2023,Total
Total,Luxembourg,69.7,2024,Total
Foreign country,Malta,35.8,2005,Females
Foreign country,Malta,35.6,2006,Females
Foreign country,Malta,39.3,2007,Females
Foreign country,Malta,36.3,2008,Females
Foreign country,Malta,43.5,2009,Females
Foreign country,Malta,48.4,2010,Females
Foreign country,Malta,48.6,2011,Females
Foreign country,Malta,62.4,2012,Females
Foreign country,Malta,68.4,2013,Females
Foreign country,Malta,62.5,2014,Females
Foreign country,Malta,56.1,2015,Females
Foreign country,Malta,63.8,2016,Females
Foreign country,Malta,67.5,2017,Females
Foreign country,Malta,69.0,2018,Females
Foreign country,Malta,62.7,2019,Females
Foreign country,Malta,63.8,2020,Females
Foreign country,Malta,67.3,2021,Females
Foreign country,Malta,75.0,2022,Females
Foreign country,Malta,76.7,2023,Females
Foreign country,Malta,78.3,2024,Females
Foreign country,Malta,68.8,2005,Males
Foreign country,Malta,64.1,2006,Males
Foreign country,Malta,61.8,2007,Males
Foreign country,Malta,74.5,2008,Males
Foreign country,Malta,65.6,2009,Males
Foreign country,Malta,69.6,2010,Males
Foreign country,Malta,71.5,2011,Males
Foreign country,Malta,90.6,2012,Males
Foreign country,Malta,88.5,2013,Males
Foreign country,Malta,85.2,2014,Males
Foreign country,Malta,86.5,2015,Males
Foreign country,Malta,83.5,2016,Males
Foreign country,Malta,84.1,2017,Males
Foreign country,Malta,80.4,2018,Males
Foreign country,Malta,81.9,2019,Males
Foreign country,Malta,81.5,2020,Males
Foreign country,Malta,84.5,2021,Males
Foreign country,Malta,82.7,2022,Males
Foreign country,Malta,87.9,2023,Males
Foreign country,Malta,90.0,2024,Males
Foreign country,Malta,51.2,2005,Total
Foreign country,Malta,49.7,2006,Total
Foreign country,Malta,48.8,2007,Total
Foreign country,Malta,54.1,2008,Total
Foreign country,Malta,54.6,2009,Total
Foreign country,Malta,57.6,2010,Total
Foreign country,Malta,59.5,2011,Total
Foreign country,Malta,78.9,2012,Total
Foreign country,Malta,79.7,2013,Total
Foreign country,Malta,73.4,2014,Total
Foreign country,Malta,71.7,2015,Total
Foreign country,Malta,75.1,2016,Total
Foreign country,Malta,76.5,2017,Total
Foreign country,Malta,74.6,2018,Total
Foreign country,Malta,72.4,2019,Total
Foreign country,Malta,72.7,2020,Total
Foreign country,Malta,76.1,2021,Total
Foreign country,Malta,79.2,2022,Total
Foreign country,Malta,83.4,2023,Total
Foreign country,Malta,85.3,2024,Total
Reporting country,Malta,33.2,2005,Females
Reporting country,Malta,33.8,2006,Females
Reporting country,Malta,35.9,2007,Females
Reporting country,Malta,37.7,2008,Females
Reporting country,Malta,37.9,2009,Females
Reporting country,Malta,39.1,2010,Females
Reporting country,Malta,41.3,2011,Females
Reporting country,Malta,44.4,2012,Females
Reporting country,Malta,47.0,2013,Females
Reporting country,Malta,49.9,2014,Females
Reporting country,Malta,51.6,2015,Females
Reporting country,Malta,54.0,2016,Females
Reporting country,Malta,55.9,2017,Females
Reporting country,Malta,58.2,2018,Females
Reporting country,Malta,60.3,2019,Females
Reporting country,Malta,62.3,2020,Females
Reporting country,Malta,64.7,2021,Females
Reporting country,Malta,67.4,2022,Females
Reporting country,Malta,67.5,2023,Females
Reporting country,Malta,69.4,2024,Females
Reporting country,Malta,73.6,2005,Males
Reporting country,Malta,73.8,2006,Males
Reporting country,Malta,73.7,2007,Males
Reporting country,Malta,72.8,2008,Males
Reporting country,Malta,72.1,2009,Males
Reporting country,Malta,72.6,2010,Males
Reporting country,Malta,73.9,2011,Males
Reporting country,Malta,73.1,2012,Males
Reporting country,Malta,74.1,2013,Males
Reporting country,Malta,74.8,2014,Males
Reporting country,Malta,76.1,2015,Males
Reporting country,Malta,77.6,2016,Males
Reporting country,Malta,79.4,2017,Males
Reporting country,Malta,80.6,2018,Males
Reporting country,Malta,81.1,2019,Males
Reporting country,Malta,80.5,2020,Males
Reporting country,Malta,81.0,2021,Males
Reporting country,Malta,82.3,2022,Males
Reporting country,Malta,81.8,2023,Males
Reporting country,Malta,82.3,2024,Males
Reporting country,Malta,53.6,2005,Total
Reporting country,Malta,54.0,2006,Total
Reporting country,Malta,55.1,2007,Total
Reporting country,Malta,55.6,2008,Total
Reporting country,Malta,55.3,2009,Total
Reporting country,Malta,56.2,2010,Total
Reporting country,Malta,57.9,2011,Total
Reporting country,Malta,58.9,2012,Total
Reporting country,Malta,60.8,2013,Total
Reporting country,Malta,62.7,2014,Total
Reporting country,Malta,64.2,2015,Total
Reporting country,Malta,66.0,2016,Total
Reporting country,Malta,67.9,2017,Total
Reporting country,Malta,70.0,2018,Total
Reporting country,Malta,71.5,2019,Total
Reporting country,Malta,72.2,2020,Total
Reporting country,Malta,73.5,2021,Total
Reporting country,Malta,75.4,2022,Total
Reporting country,Malta,75.0,2023,Total
Reporting country,Malta,76.1,2024,Total
Total,Malta,33.4,2000,Females
Total,Malta,32.7,2001,Females
Total,Malta,34.3,2002,Females
Total,Malta,33.4,2003,Females
Total,Malta,31.6,2004,Females
Total,Malta,33.4,2005,Females
Total,Malta,33.7,2006,Females
Total,Malta,36.0,2007,Females
Total,Malta,37.7,2008,Females
Total,Malta,38.0,2009,Females
Total,Malta,39.5,2010,Females
Total,Malta,41.5,2011,Females
Total,Malta,45.3,2012,Females
Total,Malta,48.8,2013,Females
Total,Malta,51.6,2014,Females
Total,Malta,52.5,2015,Females
Total,Malta,55.0,2016,Females
Total,Malta,57.6,2017,Females
Total,Malta,60.7,2018,Females
Total,Malta,61.0,2019,Females
Total,Malta,62.7,2020,Females
Total,Malta,65.4,2021,Females
Total,Malta,69.7,2022,Females
Total,Malta,70.3,2023,Females
Total,Malta,72.3,2024,Females
Total,Malta,75.3,2000,Males
Total,Malta,76.6,2001,Males
Total,Malta,75.6,2002,Males
Total,Malta,75.6,2003,Males
Total,Malta,75.0,2004,Males
Total,Malta,73.5,2005,Males
Total,Malta,73.6,2006,Males
Total,Malta,73.5,2007,Males
Total,Malta,72.9,2008,Males
Total,Malta,71.9,2009,Males
Total,Malta,72.5,2010,Males
Total,Malta,73.8,2011,Males
Total,Malta,74.0,2012,Males
Total,Malta,75.1,2013,Males
Total,Malta,75.7,2014,Males
Total,Malta,77.0,2015,Males
Total,Malta,78.9,2016,Males
Total,Malta,80.1,2017,Males
Total,Malta,80.7,2018,Males
Total,Malta,81.4,2019,Males
Total,Malta,80.7,2020,Males
Total,Malta,81.9,2021,Males
Total,Malta,82.4,2022,Males
Total,Malta,84.1,2023,Males
Total,Malta,85.4,2024,Males
Total,Malta,54.5,2000,Total
Total,Malta,54.7,2001,Total
Total,Malta,55.0,2002,Total
Total,Malta,54.6,2003,Total
Total,Malta,53.4,2004,Total
Total,Malta,53.6,2005,Total
Total,Malta,53.9,2006,Total
Total,Malta,55.0,2007,Total
Total,Malta,55.5,2008,Total
Total,Malta,55.3,2009,Total
Total,Malta,56.2,2010,Total
Total,Malta,57.9,2011,Total
Total,Malta,59.9,2012,Total
Total,Malta,62.2,2013,Total
Total,Malta,63.9,2014,Total
Total,Malta,65.1,2015,Total
Total,Malta,67.2,2016,Total
Total,Malta,69.2,2017,Total
Total,Malta,71.1,2018,Total
Total,Malta,71.7,2019,Total
Total,Malta,72.3,2020,Total
Total,Malta,74.2,2021,Total
Total,Malta,76.5,2022,Total
Total,Malta,77.8,2023,Total
Total,Malta,79.5,2024,Total
Foreign country,Montenegro,47.5,2011,Females
Foreign country,Montenegro,34.5,2012,Females
Foreign country,Montenegro,32.1,2013,Females
Foreign country,Montenegro,34.2,2014,Females
Foreign country,Montenegro,41.2,2015,Females
Foreign country,Montenegro,32.4,2016,Females
Foreign country,Montenegro,44.8,2017,Females
Foreign country,Montenegro,52.5,2018,Females
Foreign country,Montenegro,59.9,2019,Females
Foreign country,Montenegro,38.7,2020,Females
Foreign country,Montenegro,47.4,2011,Males
Foreign country,Montenegro,48.7,2012,Males
Foreign country,Montenegro,52.1,2013,Males
Foreign country,Montenegro,62.9,2014,Males
Foreign country,Montenegro,68.9,2015,Males
Foreign country,Montenegro,66.3,2016,Males
Foreign country,Montenegro,68.1,2017,Males
Foreign country,Montenegro,69.9,2018,Males
Foreign country,Montenegro,74.8,2019,Males
Foreign country,Montenegro,62.5,2020,Males
Foreign country,Montenegro,47.5,2011,Total
Foreign country,Montenegro,39.4,2012,Total
Foreign country,Montenegro,40.9,2013,Total
Foreign country,Montenegro,46.1,2014,Total
Foreign country,Montenegro,52.2,2015,Total
Foreign country,Montenegro,47.1,2016,Total
Foreign country,Montenegro,54.8,2017,Total
Foreign country,Montenegro,59.6,2018,Total
Foreign country,Montenegro,66.7,2019,Total
Foreign country,Montenegro,48.8,2020,Total
Reporting country,Montenegro,39.9,2011,Females
Reporting country,Montenegro,42.2,2012,Females
Reporting country,Montenegro,43.0,2013,Females
Reporting country,Montenegro,45.7,2014,Females
Reporting country,Montenegro,47.2,2015,Females
Reporting country,Montenegro,47.4,2016,Females
Reporting country,Montenegro,46.8,2017,Females
Reporting country,Montenegro,48.3,2018,Females
Reporting country,Montenegro,49.3,2019,Females
Reporting country,Montenegro,44.6,2020,Females
Reporting country,Montenegro,51.5,2011,Males
Reporting country,Montenegro,52.1,2012,Males
Reporting country,Montenegro,51.7,2013,Males
Reporting country,Montenegro,55.3,2014,Males
Reporting country,Montenegro,55.6,2015,Males
Reporting country,Montenegro,57.0,2016,Males
Reporting country,Montenegro,59.2,2017,Males
Reporting country,Montenegro,60.7,2018,Males
Reporting country,Montenegro,61.9,2019,Males
Reporting country,Montenegro,56.0,2020,Males
Reporting country,Montenegro,45.8,2011,Total
Reporting country,Montenegro,47.2,2012,Total
Reporting country,Montenegro,47.4,2013,Total
Reporting country,Montenegro,50.5,2014,Total
Reporting country,Montenegro,51.4,2015,Total
Reporting country,Montenegro,52.2,2016,Total
Reporting country,Montenegro,53.0,2017,Total
Reporting country,Montenegro,54.5,2018,Total
Reporting country,Montenegro,55.6,2019,Total
Reporting country,Montenegro,50.3,2020,Total
Total,Montenegro,40.2,2011,Females
Total,Montenegro,41.9,2012,Females
Total,Montenegro,42.5,2013,Females
Total,Montenegro,45.3,2014,Females
Total,Montenegro,46.9,2015,Females
Total,Montenegro,46.8,2016,Females
Total,Montenegro,46.8,2017,Females
Total,Montenegro,48.4,2018,Females
Total,Montenegro,49.7,2019,Females
Total,Montenegro,44.4,2020,Females
Total,Montenegro,51.4,2011,Males
Total,Montenegro,52.1,2012,Males
Total,Montenegro,51.7,2013,Males
Total,Montenegro,55.5,2014,Males
Total,Montenegro,56.0,2015,Males
Total,Montenegro,57.3,2016,Males
Total,Montenegro,59.4,2017,Males
Total,Montenegro,61.0,2018,Males
Total,Montenegro,62.3,2019,Males
Total,Montenegro,56.1,2020,Males
Total,Montenegro,45.8,2011,Total
Total,Montenegro,47.0,2012,Total
Total,Montenegro,47.1,2013,Total
Total,Montenegro,50.4,2014,Total
Total,Montenegro,51.4,2015,Total
Total,Montenegro,52.0,2016,Total
Total,Montenegro,53.1,2017,Total
Total,Montenegro,54.7,2018,Total
Total,Montenegro,56.0,2019,Total
Total,Montenegro,50.3,2020,Total
Foreign country,Netherlands,37.4,1999,Females
Foreign country,Netherlands,41.6,2000,Females
