citizenship,geo,unemployment_rate,year,Sex
Reporting country,Malta,2.4,2022,Total
Reporting country,Malta,2.7,2023,Total
Reporting country,Malta,2.6,2024,Total
Total,Malta,6.5,2000,Females
Total,Malta,8.1,2001,Females
Total,Malta,8.3,2002,Females
Total,Malta,9.9,2003,Females
Total,Malta,8.3,2004,Females
Total,Malta,8.4,2005,Females
Total,Malta,8.3,2006,Females
Total,Malta,7.9,2007,Females
Total,Malta,6.8,2008,Females
Total,Malta,7.7,2009,Females
Total,Malta,7.2,2010,Females
Total,Malta,7.1,2011,Females
Total,Malta,7.3,2012,Females
Total,Malta,6.2,2013,Females
Total,Malta,5.1,2014,Females
Total,Malta,5.4,2015,Females
Total,Malta,5.2,2016,Females
Total,Malta,4.3,2017,Females
Total,Malta,3.7,2018,Females
Total,Malta,4.7,2019,Females
Total,Malta,5.2,2020,Females
Total,Malta,3.5,2021,Females
Total,Malta,3.1,2022,Females
Total,Malta,3.2,2023,Females
Total,Malta,3.0,2024,Females
Total,Malta,6.3,2000,Males
Total,Malta,6.8,2001,Males
Total,Malta,6.3,2002,Males
Total,Malta,6.4,2003,Males
Total,Malta,7.0,2004,Males
Total,Malta,6.3,2005,Males
Total,Malta,6.2,2006,Males
Total,Malta,5.8,2007,Males
Total,Malta,5.6,2008,Males
Total,Malta,6.6,2009,Males
Total,Malta,6.8,2010,Males
Total,Malta,6.1,2011,Males
Total,Malta,5.7,2012,Males
Total,Malta,6.2,2013,Males
Total,Malta,6.3,2014,Males
Total,Malta,5.5,2015,Males
Total,Malta,4.4,2016,Males
Total,Malta,3.9,2017,Males
Total,Malta,4.2,2018,Males
Total,Malta,3.7,2019,Males
Total,Malta,4.7,2020,Males
Total,Malta,4.0,2021,Males
Total,Malta,3.8,2022,Males
Total,Malta,3.7,2023,Males
Total,Malta,3.3,2024,Males
Total,Malta,6.4,2000,Total
Total,Malta,7.2,2001,Total
Total,Malta,7.0,2002,Total
Total,Malta,7.5,2003,Total
Total,Malta,7.4,2004,Total
Total,Malta,7.0,2005,Total
Total,Malta,6.8,2006,Total
Total,Malta,6.5,2007,Total
Total,Malta,6.0,2008,Total
Total,Malta,6.9,2009,Total
Total,Malta,6.9,2010,Total
Total,Malta,6.4,2011,Total
Total,Malta,6.3,2012,Total
Total,Malta,6.2,2013,Total
Total,Malta,5.8,2014,Total
Total,Malta,5.4,2015,Total
Total,Malta,4.7,2016,Total
Total,Malta,4.1,2017,Total
Total,Malta,4.0,2018,Total
Total,Malta,4.1,2019,Total
Total,Malta,4.9,2020,Total
Total,Malta,3.8,2021,Total
Total,Malta,3.5,2022,Total
Total,Malta,3.5,2023,Total
Total,Malta,3.2,2024,Total
Foreign country,Montenegro,30.8,2011,Females
Foreign country,Montenegro,30.8,2012,Females
Foreign country,Montenegro,30.8,2013,Females
Foreign country,Montenegro,30.8,2014,Females
Foreign country,Montenegro,30.8,2015,Females
Foreign country,Montenegro,30.8,2016,Females
Foreign country,Montenegro,30.8,2017,Females
Foreign country,Montenegro,30.8,2018,Females
Foreign country,Montenegro,30.8,2019,Females
Foreign country,Montenegro,30.8,2020,Females
Foreign country,Montenegro,32.4,2011,Males
Foreign country,Montenegro,32.4,2012,Males
Foreign country,Montenegro,32.4,2013,Males
Foreign country,Montenegro,32.4,2014,Males
Foreign country,Montenegro,32.4,2015,Males
Foreign country,Montenegro,32.4,2016,Males
Foreign country,Montenegro,32.4,2017,Males
Foreign country,Montenegro,32.4,2018,Males
Foreign country,Montenegro,32.4,2019,Males
Foreign country,Montenegro,32.4,2020,Males
Foreign country,Montenegro,18.8,2011,Total
Foreign country,Montenegro,29.7,2012,Total
Foreign country,Montenegro,29.2,2013,Total
Foreign country,Montenegro,19.2,2014,Total
Foreign country,Montenegro,15.4,2015,Total
Foreign country,Montenegro,16.4,2016,Total
Foreign country,Montenegro,16.4,2017,Total
Foreign country,Montenegro,16.4,2018,Total
Foreign country,Montenegro,16.4,2019,Total
Foreign country,Montenegro,16.4,2020,Total
Reporting country,Montenegro,20.5,2011,Females
Reporting country,Montenegro,20.0,2012,Females
Reporting country,Montenegro,18.7,2013,Females
Reporting country,Montenegro,18.2,2014,Females
Reporting country,Montenegro,17.6,2015,Females
Reporting country,Montenegro,17.2,2016,Females
Reporting country,Montenegro,17.3,2017,Females
Reporting country,Montenegro,15.7,2018,Females
Reporting country,Montenegro,16.4,2019,Females
Reporting country,Montenegro,19.1,2020,Females
Reporting country,Montenegro,19.3,2011,Males
Reporting country,Montenegro,19.7,2012,Males
Reporting country,Montenegro,19.8,2013,Males
Reporting country,Montenegro,18.1,2014,Males
Reporting country,Montenegro,18.2,2015,Males
Reporting country,Montenegro,18.7,2016,Males
Reporting country,Montenegro,15.9,2017,Males
Reporting country,Montenegro,16.0,2018,Males
Reporting country,Montenegro,15.3,2019,Males
Reporting country,Montenegro,18.0,2020,Males
Reporting country,Montenegro,19.9,2011,Total
Reporting country,Montenegro,19.9,2012,Total
Reporting country,Montenegro,19.3,2013,Total
Reporting country,Montenegro,18.1,2014,Total
Reporting country,Montenegro,17.9,2015,Total
Reporting country,Montenegro,18.0,2016,Total
Reporting country,Montenegro,16.5,2017,Total
Reporting country,Montenegro,15.8,2018,Total
Reporting country,Montenegro,15.8,2019,Total
Reporting country,Montenegro,18.5,2020,Total
Total,Montenegro,20.2,2011,Females
Total,Montenegro,20.4,2012,Females
Total,Montenegro,18.9,2013,Females
Total,Montenegro,18.4,2014,Females
Total,Montenegro,17.6,2015,Females
Total,Montenegro,17.4,2016,Females
Total,Montenegro,17.2,2017,Females
Total,Montenegro,15.3,2018,Females
Total,Montenegro,15.9,2019,Females
Total,Montenegro,18.8,2020,Females
Total,Montenegro,19.5,2011,Males
Total,Montenegro,19.9,2012,Males
Total,Montenegro,20.2,2013,Males
Total,Montenegro,18.0,2014,Males
Total,Montenegro,18.0,2015,Males
Total,Montenegro,18.5,2016,Males
Total,Montenegro,15.7,2017,Males
Total,Montenegro,15.6,2018,Males
Total,Montenegro,15.0,2019,Males
Total,Montenegro,17.8,2020,Males
Total,Montenegro,19.8,2011,Total
Total,Montenegro,20.1,2012,Total
Total,Montenegro,19.6,2013,Total
Total,Montenegro,18.2,2014,Total
Total,Montenegro,17.8,2015,Total
Total,Montenegro,18.0,2016,Total
Total,Montenegro,16.4,2017,Total
Total,Montenegro,15.5,2018,Total
Total,Montenegro,15.4,2019,Total
Total,Montenegro,18.3,2020,Total
Foreign country,Netherlands,11.5,1999,Females
Foreign country,Netherlands,9.7,2000,Females
Foreign country,Netherlands,4.5,2001,Females
Foreign country,Netherlands,5.5,2002,Females
Foreign country,Netherlands,9.8,2003,Females
Foreign country,Netherlands,11.3,2004,Females
Foreign country,Netherlands,15.1,2005,Females
Foreign country,Netherlands,11.5,2006,Females
Foreign country,Netherlands,11.8,2007,Females
Foreign country,Netherlands,10.7,2008,Females
Foreign country,Netherlands,9.9,2009,Females
Foreign country,Netherlands,11.5,2010,Females
Foreign country,Netherlands,11.2,2011,Females
Foreign country,Netherlands,12.6,2012,Females
Foreign country,Netherlands,14.3,2013,Females
Foreign country,Netherlands,13.5,2014,Females
Foreign country,Netherlands,14.4,2015,Females
Foreign country,Netherlands,11.3,2016,Females
Foreign country,Netherlands,8.3,2017,Females
Foreign country,Netherlands,8.5,2018,Females
Foreign country,Netherlands,7.4,2019,Females
Foreign country,Netherlands,8.2,2020,Females
Foreign country,Netherlands,10.8,2021,Females
Foreign country,Netherlands,6.7,2022,Females
Foreign country,Netherlands,8.1,2023,Females
Foreign country,Netherlands,8.5,2024,Females
Foreign country,Netherlands,10.2,1999,Males
Foreign country,Netherlands,5.5,2000,Males
Foreign country,Netherlands,4.0,2001,Males
Foreign country,Netherlands,4.8,2002,Males
Foreign country,Netherlands,9.1,2003,Males
Foreign country,Netherlands,9.1,2004,Males
Foreign country,Netherlands,15.3,2005,Males
Foreign country,Netherlands,10.3,2006,Males
Foreign country,Netherlands,6.9,2007,Males
Foreign country,Netherlands,5.7,2008,Males
Foreign country,Netherlands,8.4,2009,Males
Foreign country,Netherlands,9.4,2010,Males
Foreign country,Netherlands,9.6,2011,Males
Foreign country,Netherlands,9.5,2012,Males
Foreign country,Netherlands,13.5,2013,Males
Foreign country,Netherlands,11.5,2014,Males
Foreign country,Netherlands,12.3,2015,Males
Foreign country,Netherlands,10.0,2016,Males
Foreign country,Netherlands,8.1,2017,Males
Foreign country,Netherlands,6.0,2018,Males
Foreign country,Netherlands,5.8,2019,Males
Foreign country,Netherlands,6.6,2020,Males
Foreign country,Netherlands,6.9,2021,Males
Foreign country,Netherlands,4.6,2022,Males
Foreign country,Netherlands,6.1,2023,Males
Foreign country,Netherlands,6.6,2024,Males
Foreign country,Netherlands,10.7,1999,Total
Foreign country,Netherlands,7.2,2000,Total
Foreign country,Netherlands,4.2,2001,Total
Foreign country,Netherlands,5.1,2002,Total
Foreign country,Netherlands,9.4,2003,Total
Foreign country,Netherlands,10.0,2004,Total
Foreign country,Netherlands,15.2,2005,Total
Foreign country,Netherlands,10.8,2006,Total
Foreign country,Netherlands,9.1,2007,Total
Foreign country,Netherlands,8.0,2008,Total
Foreign country,Netherlands,9.1,2009,Total
Foreign country,Netherlands,10.4,2010,Total
Foreign country,Netherlands,10.4,2011,Total
Foreign country,Netherlands,11.0,2012,Total
Foreign country,Netherlands,13.9,2013,Total
Foreign country,Netherlands,12.4,2014,Total
Foreign country,Netherlands,13.3,2015,Total
Foreign country,Netherlands,10.6,2016,Total
Foreign country,Netherlands,8.2,2017,Total
Foreign country,Netherlands,7.2,2018,Total
Foreign country,Netherlands,6.6,2019,Total
Foreign country,Netherlands,7.4,2020,Total
Foreign country,Netherlands,8.7,2021,Total
Foreign country,Netherlands,5.7,2022,Total
Foreign country,Netherlands,7.1,2023,Total
Foreign country,Netherlands,7.5,2024,Total
Reporting country,Netherlands,4.7,1999,Females
Reporting country,Netherlands,3.3,2000,Females
Reporting country,Netherlands,2.4,2001,Females
Reporting country,Netherlands,2.8,2002,Females
Reporting country,Netherlands,3.6,2003,Females
Reporting country,Netherlands,4.8,2004,Females
Reporting country,Netherlands,6.7,2005,Females
Reporting country,Netherlands,6.0,2006,Females
Reporting country,Netherlands,5.0,2007,Females
Reporting country,Netherlands,4.2,2008,Females
Reporting country,Netherlands,4.7,2009,Females
Reporting country,Netherlands,5.3,2010,Females
Reporting country,Netherlands,5.1,2011,Females
Reporting country,Netherlands,5.9,2012,Females
Reporting country,Netherlands,7.0,2013,Females
Reporting country,Netherlands,7.5,2014,Females
Reporting country,Netherlands,6.9,2015,Females
Reporting country,Netherlands,6.3,2016,Females
Reporting country,Netherlands,5.1,2017,Females
Reporting country,Netherlands,3.7,2018,Females
Reporting country,Netherlands,3.1,2019,Females
Reporting country,Netherlands,3.7,2020,Females
Reporting country,Netherlands,4.1,2021,Females
Reporting country,Netherlands,3.6,2022,Females
Reporting country,Netherlands,3.4,2023,Females
Reporting country,Netherlands,3.5,2024,Females
Reporting country,Netherlands,2.4,1999,Males
Reporting country,Netherlands,2.0,2000,Males
Reporting country,Netherlands,1.7,2001,Males
Reporting country,Netherlands,2.2,2002,Males
Reporting country,Netherlands,3.2,2003,Males
Reporting country,Netherlands,4.2,2004,Males
Reporting country,Netherlands,4.7,2005,Males
Reporting country,Netherlands,3.9,2006,Males
Reporting country,Netherlands,3.2,2007,Males
Reporting country,Netherlands,2.9,2008,Males
Reporting country,Netherlands,3.8,2009,Males
Reporting country,Netherlands,4.4,2010,Males
Reporting country,Netherlands,4.4,2011,Males
Reporting country,Netherlands,5.3,2012,Males
Reporting country,Netherlands,6.9,2013,Males
Reporting country,Netherlands,6.9,2014,Males
Reporting country,Netherlands,6.3,2015,Males
Reporting country,Netherlands,5.4,2016,Males
Reporting country,Netherlands,4.3,2017,Males
Reporting country,Netherlands,3.6,2018,Males
Reporting country,Netherlands,3.2,2019,Males
Reporting country,Netherlands,3.5,2020,Males
Reporting country,Netherlands,3.8,2021,Males
Reporting country,Netherlands,3.1,2022,Males
Reporting country,Netherlands,3.2,2023,Males
Reporting country,Netherlands,3.3,2024,Males
Reporting country,Netherlands,3.4,1999,Total
Reporting country,Netherlands,2.6,2000,Total
Reporting country,Netherlands,2.0,2001,Total
Reporting country,Netherlands,2.4,2002,Total
Reporting country,Netherlands,3.4,2003,Total
Reporting country,Netherlands,4.4,2004,Total
Reporting country,Netherlands,5.6,2005,Total
Reporting country,Netherlands,4.8,2006,Total
Reporting country,Netherlands,4.0,2007,Total
Reporting country,Netherlands,3.5,2008,Total
Reporting country,Netherlands,4.2,2009,Total
Reporting country,Netherlands,4.8,2010,Total
Reporting country,Netherlands,4.7,2011,Total
Reporting country,Netherlands,5.6,2012,Total
Reporting country,Netherlands,7.0,2013,Total
Reporting country,Netherlands,7.2,2014,Total
Reporting country,Netherlands,6.6,2015,Total
Reporting country,Netherlands,5.8,2016,Total
Reporting country,Netherlands,4.7,2017,Total
Reporting country,Netherlands,3.6,2018,Total
Reporting country,Netherlands,3.1,2019,Total
Reporting country,Netherlands,3.6,2020,Total
Reporting country,Netherlands,3.9,2021,Total
Reporting country,Netherlands,3.4,2022,Total
Reporting country,Netherlands,3.3,2023,Total
Reporting country,Netherlands,3.4,2024,Total
Total,Netherlands,8.7,1995,Females
Total,Netherlands,8.1,1996,Females
Total,Netherlands,7.2,1997,Females
Total,Netherlands,5.8,1998,Females
Total,Netherlands,4.9,1999,Females
Total,Netherlands,3.5,2000,Females
Total,Netherlands,2.5,2001,Females
Total,Netherlands,2.9,2002,Females
Total,Netherlands,3.8,2003,Females
Total,Netherlands,5.0,2004,Females
Total,Netherlands,6.9,2005,Females
Total,Netherlands,6.2,2006,Females
Total,Netherlands,5.2,2007,Females
Total,Netherlands,4.5,2008,Females
Total,Netherlands,4.9,2009,Females
Total,Netherlands,5.6,2010,Females
Total,Netherlands,5.4,2011,Females
Total,Netherlands,6.3,2012,Females
Total,Netherlands,7.4,2013,Females
Total,Netherlands,7.8,2014,Females
Total,Netherlands,7.3,2015,Females
Total,Netherlands,6.5,2016,Females
Total,Netherlands,5.3,2017,Females
Total,Netherlands,4.0,2018,Females
Total,Netherlands,3.4,2019,Females
Total,Netherlands,4.0,2020,Females
Total,Netherlands,4.5,2021,Females
Total,Netherlands,3.8,2022,Females
Total,Netherlands,3.7,2023,Females
Total,Netherlands,3.9,2024,Females
Total,Netherlands,6.2,1995,Males
Total,Netherlands,5.3,1996,Males
Total,Netherlands,4.4,1997,Males
Total,Netherlands,3.4,1998,Males
Total,Netherlands,2.7,1999,Males
Total,Netherlands,2.2,2000,Males
Total,Netherlands,1.8,2001,Males
Total,Netherlands,2.3,2002,Males
Total,Netherlands,3.4,2003,Males
Total,Netherlands,4.4,2004,Males
Total,Netherlands,5.1,2005,Males
Total,Netherlands,4.1,2006,Males
Total,Netherlands,3.3,2007,Males
Total,Netherlands,3.0,2008,Males
Total,Netherlands,3.9,2009,Males
Total,Netherlands,4.6,2010,Males
Total,Netherlands,4.6,2011,Males
Total,Netherlands,5.5,2012,Males
Total,Netherlands,7.3,2013,Males
Total,Netherlands,7.2,2014,Males
Total,Netherlands,6.6,2015,Males
Total,Netherlands,5.6,2016,Males
Total,Netherlands,4.5,2017,Males
Total,Netherlands,3.7,2018,Males
Total,Netherlands,3.4,2019,Males
Total,Netherlands,3.7,2020,Males
Total,Netherlands,4.0,2021,Males
Total,Netherlands,3.2,2022,Males
Total,Netherlands,3.4,2023,Males
Total,Netherlands,3.5,2024,Males
Total,Netherlands,7.2,1995,Total
Total,Netherlands,6.5,1996,Total
Total,Netherlands,5.6,1997,Total
Total,Netherlands,4.4,1998,Total
Total,Netherlands,3.6,1999,Total
Total,Netherlands,2.7,2000,Total
Total,Netherlands,2.1,2001,Total
Total,Netherlands,2.6,2002,Total
Total,Netherlands,3.6,2003,Total
Total,Netherlands,4.7,2004,Total
Total,Netherlands,5.9,2005,Total
Total,Netherlands,5.0,2006,Total
Total,Netherlands,4.2,2007,Total
Total,Netherlands,3.7,2008,Total
Total,Netherlands,4.4,2009,Total
Total,Netherlands,5.1,2010,Total
Total,Netherlands,5.0,2011,Total
Total,Netherlands,5.9,2012,Total
Total,Netherlands,7.3,2013,Total
Total,Netherlands,7.5,2014,Total
Total,Netherlands,6.9,2015,Total
Total,Netherlands,6.1,2016,Total
Total,Netherlands,4.9,2017,Total
Total,Netherlands,3.8,2018,Total
Total,Netherlands,3.4,2019,Total
Total,Netherlands,3.9,2020,Total
Total,Netherlands,4.2,2021,Total
Total,Netherlands,3.5,2022,Total
Total,Netherlands,3.5,2023,Total
Total,Netherlands,3.7,2024,Total
Foreign country,North Macedonia,44.7,2006,Total
Foreign country,North Macedonia,55.9,2007,Total
Foreign country,North Macedonia,53.22,2008,Total
Foreign country,North Macedonia,50.54,2009,Total
Foreign country,North Macedonia,47.86,2010,Total
Foreign country,North Macedonia,45.18,2011,Total
Foreign country,North Macedonia,42.5,2012,Total
Foreign country,North Macedonia,55.4,2013,Total
Foreign country,North Macedonia,55.4,2014,Total
Foreign country,North Macedonia,55.4,2015,Total
Foreign country,North Macedonia,55.4,2016,Total
Foreign country,North Macedonia,55.4,2017,Total
Foreign country,North Macedonia,55.4,2018,Total
Foreign country,North Macedonia,55.4,2019,Total
Foreign country,North Macedonia,55.4,2020,Total
Reporting country,North Macedonia,37.4,2006,Females
Reporting country,North Macedonia,35.7,2007,Females
Reporting country,North Macedonia,34.3,2008,Females
Reporting country,North Macedonia,32.9,2009,Females
Reporting country,North Macedonia,32.4,2010,Females
Reporting country,North Macedonia,31.0,2011,Females
Reporting country,North Macedonia,30.5,2012,Females
Reporting country,North Macedonia,29.2,2013,Females
Reporting country,North Macedonia,28.7,2014,Females
Reporting country,North Macedonia,25.3,2015,Females
Reporting country,North Macedonia,22.9,2016,Females
Reporting country,North Macedonia,21.9,2017,Females
Reporting country,North Macedonia,20.1,2018,Females
Reporting country,North Macedonia,18.5,2019,Females
Reporting country,North Macedonia,16.1,2020,Females
Reporting country,North Macedonia,35.6,2006,Males
Reporting country,North Macedonia,34.8,2007,Males
Reporting country,North Macedonia,33.7,2008,Males
Reporting country,North Macedonia,32.0,2009,Males
Reporting country,North Macedonia,32.1,2010,Males
Reporting country,North Macedonia,31.9,2011,Males
Reporting country,North Macedonia,31.6,2012,Males
Reporting country,North Macedonia,29.1,2013,Males
Reporting country,North Macedonia,27.8,2014,Males
Reporting country,North Macedonia,27.0,2015,Males
Reporting country,North Macedonia,24.6,2016,Males
Reporting country,North Macedonia,22.9,2017,Males
Reporting country,North Macedonia,21.5,2018,Males
Reporting country,North Macedonia,16.7,2019,Males
Reporting country,North Macedonia,16.9,2020,Males
Reporting country,North Macedonia,36.3,2006,Total
Reporting country,North Macedonia,35.2,2007,Total
Reporting country,North Macedonia,34.0,2008,Total
Reporting country,North Macedonia,32.3,2009,Total
Reporting country,North Macedonia,32.2,2010,Total
Reporting country,North Macedonia,31.6,2011,Total
Reporting country,North Macedonia,31.2,2012,Total
Reporting country,North Macedonia,29.1,2013,Total
Reporting country,North Macedonia,28.2,2014,Total
Reporting country,North Macedonia,26.3,2015,Total
Reporting country,North Macedonia,23.9,2016,Total
Reporting country,North Macedonia,22.5,2017,Total
Reporting country,North Macedonia,21.0,2018,Total
Reporting country,North Macedonia,17.4,2019,Total
Reporting country,North Macedonia,16.6,2020,Total
Total,North Macedonia,37.5,2006,Females
Total,North Macedonia,35.8,2007,Females
Total,North Macedonia,34.3,2008,Females
Total,North Macedonia,32.9,2009,Females
Total,North Macedonia,32.5,2010,Females
Total,North Macedonia,31.0,2011,Females
