Sex,geo,Age class,year,Country of citizenship,Number
Males,Ireland,From 60 to 64 years,2018,Foreign country and stateless,8441
Males,Ireland,From 60 to 64 years,2019,Foreign country and stateless,9663
Males,Ireland,From 60 to 64 years,2020,Foreign country and stateless,10689
Males,Ireland,From 60 to 64 years,2021,Foreign country and stateless,11629
Males,Ireland,From 60 to 64 years,2022,Foreign country and stateless,12084
Males,Ireland,From 60 to 64 years,2023,Foreign country and stateless,14189
Males,Ireland,From 60 to 64 years,2024,Foreign country and stateless,16083
Males,Iceland,From 60 to 64 years,2012,Foreign country and stateless,202
Males,Iceland,From 60 to 64 years,2013,Foreign country and stateless,206
Males,Iceland,From 60 to 64 years,2014,Foreign country and stateless,226
Males,Iceland,From 60 to 64 years,2015,Foreign country and stateless,265
Males,Iceland,From 60 to 64 years,2016,Foreign country and stateless,323
Males,Iceland,From 60 to 64 years,2017,Foreign country and stateless,396
Males,Iceland,From 60 to 64 years,2018,Foreign country and stateless,515
Males,Iceland,From 60 to 64 years,2019,Foreign country and stateless,622
Males,Iceland,From 60 to 64 years,2020,Foreign country and stateless,707
Males,Iceland,From 60 to 64 years,2021,Foreign country and stateless,747
Males,Iceland,From 60 to 64 years,2022,Foreign country and stateless,775
Males,Iceland,From 60 to 64 years,2023,Foreign country and stateless,922
Males,Iceland,From 60 to 64 years,2024,Foreign country and stateless,909
Males,Italy,From 60 to 64 years,2012,Foreign country and stateless,28443
Males,Italy,From 60 to 64 years,2013,Foreign country and stateless,32675
Males,Italy,From 60 to 64 years,2014,Foreign country and stateless,36705
Males,Italy,From 60 to 64 years,2015,Foreign country and stateless,40529
Males,Italy,From 60 to 64 years,2016,Foreign country and stateless,44471
Males,Italy,From 60 to 64 years,2017,Foreign country and stateless,49548
Males,Italy,From 60 to 64 years,2018,Foreign country and stateless,54517
Males,Italy,From 60 to 64 years,2019,Foreign country and stateless,60911
Males,Italy,From 60 to 64 years,2020,Foreign country and stateless,66108
Males,Italy,From 60 to 64 years,2021,Foreign country and stateless,70432
Males,Italy,From 60 to 64 years,2022,Foreign country and stateless,73430
Males,Italy,From 60 to 64 years,2023,Foreign country and stateless,80116
Males,Italy,From 60 to 64 years,2024,Foreign country and stateless,86841
Males,Liechtenstein,From 60 to 64 years,2012,Foreign country and stateless,471
Males,Liechtenstein,From 60 to 64 years,2013,Foreign country and stateless,455
Males,Liechtenstein,From 60 to 64 years,2014,Foreign country and stateless,450
Males,Liechtenstein,From 60 to 64 years,2015,Foreign country and stateless,449
Males,Liechtenstein,From 60 to 64 years,2016,Foreign country and stateless,453
Males,Liechtenstein,From 60 to 64 years,2017,Foreign country and stateless,462
Males,Liechtenstein,From 60 to 64 years,2018,Foreign country and stateless,473
Males,Liechtenstein,From 60 to 64 years,2019,Foreign country and stateless,479
Males,Liechtenstein,From 60 to 64 years,2020,Foreign country and stateless,499
Males,Liechtenstein,From 60 to 64 years,2021,Foreign country and stateless,512
Males,Liechtenstein,From 60 to 64 years,2022,Foreign country and stateless,511
Males,Liechtenstein,From 60 to 64 years,2023,Foreign country and stateless,547
Males,Liechtenstein,From 60 to 64 years,2024,Foreign country and stateless,567
Males,Lithuania,From 60 to 64 years,2012,Foreign country and stateless,975
Males,Lithuania,From 60 to 64 years,2013,Foreign country and stateless,947
Males,Lithuania,From 60 to 64 years,2014,Foreign country and stateless,772
Males,Lithuania,From 60 to 64 years,2015,Foreign country and stateless,701
Males,Lithuania,From 60 to 64 years,2016,Foreign country and stateless,654
Males,Lithuania,From 60 to 64 years,2017,Foreign country and stateless,508
Males,Lithuania,From 60 to 64 years,2018,Foreign country and stateless,456
Males,Lithuania,From 60 to 64 years,2019,Foreign country and stateless,491
Males,Lithuania,From 60 to 64 years,2020,Foreign country and stateless,557
Males,Lithuania,From 60 to 64 years,2021,Foreign country and stateless,817
Males,Lithuania,From 60 to 64 years,2022,Foreign country and stateless,933
Males,Lithuania,From 60 to 64 years,2023,Foreign country and stateless,1482
Males,Lithuania,From 60 to 64 years,2024,Foreign country and stateless,1925
Males,Latvia,From 60 to 64 years,2012,Foreign country and stateless,15597
Males,Latvia,From 60 to 64 years,2013,Foreign country and stateless,15429
Males,Latvia,From 60 to 64 years,2014,Foreign country and stateless,15095
Males,Latvia,From 60 to 64 years,2015,Foreign country and stateless,14860
Males,Latvia,From 60 to 64 years,2016,Foreign country and stateless,14763
Males,Latvia,From 60 to 64 years,2017,Foreign country and stateless,14679
Males,Latvia,From 60 to 64 years,2018,Foreign country and stateless,14639
Males,Latvia,From 60 to 64 years,2019,Foreign country and stateless,14742
Males,Latvia,From 60 to 64 years,2020,Foreign country and stateless,14574
Males,Latvia,From 60 to 64 years,2021,Foreign country and stateless,14409
Males,Latvia,From 60 to 64 years,2022,Foreign country and stateless,14245
Males,Latvia,From 60 to 64 years,2023,Foreign country and stateless,14269
Males,Latvia,From 60 to 64 years,2024,Foreign country and stateless,13709
Males,Malta,From 60 to 64 years,2012,Foreign country and stateless,641
Males,Malta,From 60 to 64 years,2013,Foreign country and stateless,584
Males,Malta,From 60 to 64 years,2014,Foreign country and stateless,553
Males,Malta,From 60 to 64 years,2015,Foreign country and stateless,659
Males,Malta,From 60 to 64 years,2016,Foreign country and stateless,772
Males,Malta,From 60 to 64 years,2017,Foreign country and stateless,895
Males,Malta,From 60 to 64 years,2018,Foreign country and stateless,1020
Males,Malta,From 60 to 64 years,2019,Foreign country and stateless,1195
Males,Malta,From 60 to 64 years,2020,Foreign country and stateless,1410
Males,Malta,From 60 to 64 years,2021,Foreign country and stateless,1463
Males,Malta,From 60 to 64 years,2022,Foreign country and stateless,1600
Males,Malta,From 60 to 64 years,2023,Foreign country and stateless,1746
Males,Malta,From 60 to 64 years,2024,Foreign country and stateless,1914
Males,Netherlands,From 60 to 64 years,2012,Foreign country and stateless,11554
Males,Netherlands,From 60 to 64 years,2013,Foreign country and stateless,11411
Males,Netherlands,From 60 to 64 years,2014,Foreign country and stateless,11212
Males,Netherlands,From 60 to 64 years,2015,Foreign country and stateless,11222
Males,Netherlands,From 60 to 64 years,2016,Foreign country and stateless,11289
Males,Netherlands,From 60 to 64 years,2017,Foreign country and stateless,11948
Males,Netherlands,From 60 to 64 years,2018,Foreign country and stateless,12471
Males,Netherlands,From 60 to 64 years,2019,Foreign country and stateless,13324
Males,Netherlands,From 60 to 64 years,2020,Foreign country and stateless,14352
Males,Netherlands,From 60 to 64 years,2021,Foreign country and stateless,15403
Males,Netherlands,From 60 to 64 years,2022,Foreign country and stateless,16275
Males,Netherlands,From 60 to 64 years,2023,Foreign country and stateless,18588
Males,Netherlands,From 60 to 64 years,2024,Foreign country and stateless,20106
Males,Norway,From 60 to 64 years,2012,Foreign country and stateless,4891
Males,Norway,From 60 to 64 years,2013,Foreign country and stateless,5262
Males,Norway,From 60 to 64 years,2014,Foreign country and stateless,5676
Males,Norway,From 60 to 64 years,2015,Foreign country and stateless,6192
Males,Norway,From 60 to 64 years,2016,Foreign country and stateless,6679
Males,Norway,From 60 to 64 years,2017,Foreign country and stateless,7269
Males,Norway,From 60 to 64 years,2018,Foreign country and stateless,7929
Males,Norway,From 60 to 64 years,2019,Foreign country and stateless,8691
Males,Norway,From 60 to 64 years,2020,Foreign country and stateless,9557
Males,Norway,From 60 to 64 years,2021,Foreign country and stateless,10391
Males,Norway,From 60 to 64 years,2022,Foreign country and stateless,10587
Males,Norway,From 60 to 64 years,2023,Foreign country and stateless,11625
Males,Norway,From 60 to 64 years,2024,Foreign country and stateless,12647
Males,Poland,From 60 to 64 years,2012,Foreign country and stateless,1894
Males,Poland,From 60 to 64 years,2013,Foreign country and stateless,1909
Males,Poland,From 60 to 64 years,2014,Foreign country and stateless,2225
Males,Poland,From 60 to 64 years,2015,Foreign country and stateless,2383
Males,Poland,From 60 to 64 years,2016,Foreign country and stateless,1919
Males,Poland,From 60 to 64 years,2017,Foreign country and stateless,2348
Males,Poland,From 60 to 64 years,2018,Foreign country and stateless,2677
Males,Poland,From 60 to 64 years,2019,Foreign country and stateless,3137
Males,Poland,From 60 to 64 years,2020,Foreign country and stateless,3779
Males,Poland,From 60 to 64 years,2021,Foreign country and stateless,4158
Males,Poland,From 60 to 64 years,2022,Foreign country and stateless,3985
Males,Poland,From 60 to 64 years,2023,Foreign country and stateless,3815
Males,Poland,From 60 to 64 years,2024,Foreign country and stateless,3675
Males,Portugal,From 60 to 64 years,2012,Foreign country and stateless,5578
Males,Portugal,From 60 to 64 years,2013,Foreign country and stateless,5801
Males,Portugal,From 60 to 64 years,2014,Foreign country and stateless,5994
Males,Portugal,From 60 to 64 years,2015,Foreign country and stateless,6428
Males,Portugal,From 60 to 64 years,2016,Foreign country and stateless,7195
Males,Portugal,From 60 to 64 years,2017,Foreign country and stateless,8305
Males,Portugal,From 60 to 64 years,2018,Foreign country and stateless,9423
Males,Portugal,From 60 to 64 years,2019,Foreign country and stateless,10650
Males,Portugal,From 60 to 64 years,2020,Foreign country and stateless,12116
Males,Portugal,From 60 to 64 years,2021,Foreign country and stateless,13386
Males,Portugal,From 60 to 64 years,2022,Foreign country and stateless,13759
Males,Portugal,From 60 to 64 years,2023,Foreign country and stateless,15264
Males,Portugal,From 60 to 64 years,2024,Foreign country and stateless,17440
Males,Romania,From 60 to 64 years,2012,Foreign country and stateless,1478
Males,Romania,From 60 to 64 years,2013,Foreign country and stateless,1530
Males,Romania,From 60 to 64 years,2014,Foreign country and stateless,1842
Males,Romania,From 60 to 64 years,2015,Foreign country and stateless,2762
Males,Romania,From 60 to 64 years,2016,Foreign country and stateless,3689
Males,Romania,From 60 to 64 years,2017,Foreign country and stateless,4023
Males,Romania,From 60 to 64 years,2018,Foreign country and stateless,4169
Males,Romania,From 60 to 64 years,2019,Foreign country and stateless,4276
Males,Romania,From 60 to 64 years,2020,Foreign country and stateless,4596
Males,Romania,From 60 to 64 years,2021,Foreign country and stateless,4752
Males,Romania,From 60 to 64 years,2023,Foreign country and stateless,4934
Males,Romania,From 60 to 64 years,2024,Foreign country and stateless,5315
Males,Sweden,From 60 to 64 years,2012,Foreign country and stateless,12259
Males,Sweden,From 60 to 64 years,2013,Foreign country and stateless,11789
Males,Sweden,From 60 to 64 years,2014,Foreign country and stateless,11442
Males,Sweden,From 60 to 64 years,2015,Foreign country and stateless,11479
Males,Sweden,From 60 to 64 years,2016,Foreign country and stateless,11729
Males,Sweden,From 60 to 64 years,2017,Foreign country and stateless,12195
Males,Sweden,From 60 to 64 years,2018,Foreign country and stateless,12631
Males,Sweden,From 60 to 64 years,2019,Foreign country and stateless,13009
Males,Sweden,From 60 to 64 years,2020,Foreign country and stateless,13106
Males,Sweden,From 60 to 64 years,2021,Foreign country and stateless,13091
Males,Sweden,From 60 to 64 years,2022,Foreign country and stateless,12945
Males,Sweden,From 60 to 64 years,2023,Foreign country and stateless,13199
Males,Sweden,From 60 to 64 years,2024,Foreign country and stateless,13560
Males,Slovenia,From 60 to 64 years,2012,Foreign country and stateless,2062
Males,Slovenia,From 60 to 64 years,2013,Foreign country and stateless,2290
Males,Slovenia,From 60 to 64 years,2014,Foreign country and stateless,2616
Males,Slovenia,From 60 to 64 years,2015,Foreign country and stateless,2941
Males,Slovenia,From 60 to 64 years,2016,Foreign country and stateless,3236
Males,Slovenia,From 60 to 64 years,2017,Foreign country and stateless,3643
Males,Slovenia,From 60 to 64 years,2018,Foreign country and stateless,3916
Males,Slovenia,From 60 to 64 years,2019,Foreign country and stateless,4356
Males,Slovenia,From 60 to 64 years,2020,Foreign country and stateless,4715
Males,Slovenia,From 60 to 64 years,2021,Foreign country and stateless,5207
Males,Slovenia,From 60 to 64 years,2022,Foreign country and stateless,5408
Males,Slovenia,From 60 to 64 years,2023,Foreign country and stateless,5778
Males,Slovenia,From 60 to 64 years,2024,Foreign country and stateless,6125
Males,Slovakia,From 60 to 64 years,2012,Foreign country and stateless,2458
Males,Slovakia,From 60 to 64 years,2013,Foreign country and stateless,2635
Males,Slovakia,From 60 to 64 years,2014,Foreign country and stateless,2069
Males,Slovakia,From 60 to 64 years,2015,Foreign country and stateless,2215
Males,Slovakia,From 60 to 64 years,2016,Foreign country and stateless,2370
Males,Slovakia,From 60 to 64 years,2017,Foreign country and stateless,2548
Males,Slovakia,From 60 to 64 years,2018,Foreign country and stateless,2727
Males,Slovakia,From 60 to 64 years,2019,Foreign country and stateless,2869
Males,Slovakia,From 60 to 64 years,2020,Foreign country and stateless,3088
Males,Slovakia,From 60 to 64 years,2021,Foreign country and stateless,3274
