iccs,geo,TIME_PERIOD,OBS_VALUE
Burglary of private residential premises,Sweden,2015,435.94
Burglary of private residential premises,Sweden,2016,428.6
Burglary of private residential premises,Sweden,2017,434.22
Burglary of private residential premises,Sweden,2018,364.9
Burglary of private residential premises,Sweden,2019,337.8
Burglary of private residential premises,Sweden,2020,379.99
Burglary of private residential premises,Sweden,2021,347.77
Burglary of private residential premises,Sweden,2022,329.3
Burglary of private residential premises,Slovenia,2008,101.28
Burglary of private residential premises,Slovenia,2009,109.77
Burglary of private residential premises,Slovenia,2010,125.21
Burglary of private residential premises,Slovenia,2011,121.26
Burglary of private residential premises,Slovenia,2012,132.18
Burglary of private residential premises,Slovenia,2013,185.3
Burglary of private residential premises,Slovenia,2014,178.06
Burglary of private residential premises,Slovenia,2015,151.1
Burglary of private residential premises,Slovenia,2016,154.25
Burglary of private residential premises,Slovenia,2017,140.62
Burglary of private residential premises,Slovenia,2018,126.52
Burglary of private residential premises,Slovenia,2019,121.1
Burglary of private residential premises,Slovenia,2020,127.54
Burglary of private residential premises,Slovenia,2021,65.1
Burglary of private residential premises,Slovenia,2022,74.84
Burglary of private residential premises,Slovakia,2008,39.4
Burglary of private residential premises,Slovakia,2009,43.29
Burglary of private residential premises,Slovakia,2010,64.84
Burglary of private residential premises,Slovakia,2011,56.08
Burglary of private residential premises,Slovakia,2012,58.53
Burglary of private residential premises,Slovakia,2013,59.62
Burglary of private residential premises,Slovakia,2014,50.0
Burglary of private residential premises,Slovakia,2015,35.49
Burglary of private residential premises,Slovakia,2016,32.51
Burglary of private residential premises,Slovakia,2017,30.26
Burglary of private residential premises,Slovakia,2018,24.32
Burglary of private residential premises,Slovakia,2019,18.2
Burglary of private residential premises,Slovakia,2020,17.42
Burglary of private residential premises,Slovakia,2021,13.94
Burglary of private residential premises,Slovakia,2022,17.17
Burglary of private residential premises,Türkiye,2009,61.86
Burglary of private residential premises,Türkiye,2010,64.07
Burglary of private residential premises,Türkiye,2011,64.47
Burglary of private residential premises,Türkiye,2012,72.51
Burglary of private residential premises,Türkiye,2018,91.75
Burglary of private residential premises,Türkiye,2019,76.63
Burglary of private residential premises,Türkiye,2020,70.23
Burglary of private residential premises,Türkiye,2021,67.54
Burglary of private residential premises,Türkiye,2022,70.36
Burglary of private residential premises,England and Wales,2008,520.79
Burglary of private residential premises,England and Wales,2009,488.03
Burglary of private residential premises,England and Wales,2010,465.46
Burglary of private residential premises,England and Wales,2011,438.59
Burglary of private residential premises,England and Wales,2012,403.19
Burglary of private residential premises,England and Wales,2013,373.49
Burglary of private residential premises,England and Wales,2014,343.76
Burglary of private residential premises,England and Wales,2015,337.18
Burglary of private residential premises,England and Wales,2016,354.61
Burglary of private residential premises,England and Wales,2017,426.08
Burglary of private residential premises,England and Wales,2018,401.15
Burglary of private residential premises,Scotland (NUTS 2021),2008,332.11
Burglary of private residential premises,Scotland (NUTS 2021),2009,320.63
Burglary of private residential premises,Scotland (NUTS 2021),2010,336.54
Burglary of private residential premises,Scotland (NUTS 2021),2011,329.04
Burglary of private residential premises,Scotland (NUTS 2021),2012,295.05
Burglary of private residential premises,Scotland (NUTS 2021),2013,307.02
Burglary of private residential premises,Scotland (NUTS 2021),2014,284.14
Burglary of private residential premises,Scotland (NUTS 2021),2015,243.65
Burglary of private residential premises,Scotland (NUTS 2021),2016,223.86
Burglary of private residential premises,Scotland (NUTS 2021),2017,201.17
Burglary of private residential premises,Scotland (NUTS 2021),2018,176.07
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2008,397.72
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2009,421.23
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2010,395.55
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2011,384.46
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2012,322.61
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2013,317.74
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2014,310.95
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2015,330.3
Burglary of private residential premises,Northern Ireland (UK) (NUTS 2021),2016,267.04
Burglary of private residential premises,Kosovo*,2008,110.35
Burglary of private residential premises,Kosovo*,2009,105.7
Burglary of private residential premises,Kosovo*,2010,134.82
Burglary of private residential premises,Kosovo*,2011,185.54
Burglary of private residential premises,Kosovo*,2016,252.14
Theft,Albania,2008,100.88
Theft,Albania,2009,96.49
Theft,Albania,2011,163.19
Theft,Albania,2014,274.9
Theft,Albania,2015,242.98
Theft,Albania,2016,196.17
Theft,Albania,2017,177.15
Theft,Albania,2018,188.62
Theft,Albania,2019,168.84
Theft,Albania,2020,111.11
Theft,Albania,2021,118.1
Theft,Albania,2022,87.99
Theft,Austria,2008,2094.47
Theft,Austria,2009,2047.79
Theft,Austria,2010,1804.77
Theft,Austria,2011,1723.26
Theft,Austria,2012,1742.6
Theft,Austria,2013,1822.11
Theft,Austria,2014,1742.86
Theft,Austria,2015,1635.37
Theft,Austria,2016,1651.67
Theft,Austria,2017,1501.41
Theft,Austria,2018,1346.62
Theft,Austria,2019,1302.92
Theft,Austria,2020,951.95
Theft,Austria,2021,819.61
Theft,Austria,2022,1081.86
Theft,Bosnia and Herzegovina,2008,212.81
Theft,Bosnia and Herzegovina,2009,175.34
Theft,Bosnia and Herzegovina,2010,295.57
Theft,Bosnia and Herzegovina,2011,175.3
Theft,Bosnia and Herzegovina,2012,173.86
Theft,Belgium,2008,2303.23
Theft,Belgium,2009,2321.45
Theft,Belgium,2010,2106.61
Theft,Belgium,2011,2203.5
Theft,Belgium,2012,2144.43
Theft,Belgium,2013,2007.85
Theft,Belgium,2014,1864.29
Theft,Belgium,2015,2196.73
Theft,Belgium,2016,2055.54
Theft,Belgium,2017,1969.42
Theft,Belgium,2018,1948.04
Theft,Belgium,2019,1985.09
Theft,Belgium,2020,1363.3
Theft,Belgium,2021,1445.01
Theft,Belgium,2022,1686.0
Theft,Bulgaria,2008,566.01
Theft,Bulgaria,2009,592.97
Theft,Bulgaria,2010,680.15
Theft,Bulgaria,2011,642.15
Theft,Bulgaria,2012,606.81
Theft,Bulgaria,2013,621.26
Theft,Bulgaria,2014,569.25
Theft,Bulgaria,2015,531.99
Theft,Bulgaria,2016,457.48
Theft,Bulgaria,2017,576.57
Theft,Bulgaria,2018,523.71
Theft,Bulgaria,2019,473.88
Theft,Bulgaria,2020,388.92
Theft,Bulgaria,2021,353.28
Theft,Bulgaria,2022,413.08
Theft,Switzerland,2008,1591.06
Theft,Switzerland,2009,2387.94
Theft,Switzerland,2010,2239.32
Theft,Switzerland,2011,2584.21
Theft,Switzerland,2012,2705.06
Theft,Switzerland,2013,2455.37
Theft,Switzerland,2014,2145.07
Theft,Switzerland,2015,1916.94
Theft,Switzerland,2016,1757.62
Theft,Switzerland,2017,1680.66
Theft,Switzerland,2018,1550.49
Theft,Switzerland,2019,1552.41
Theft,Switzerland,2020,1409.73
Theft,Switzerland,2021,1356.19
Theft,Switzerland,2022,1590.27
Theft,Cyprus,2008,411.03
Theft,Cyprus,2009,365.4
Theft,Cyprus,2010,203.87
Theft,Cyprus,2011,202.08
Theft,Cyprus,2012,181.78
Theft,Cyprus,2013,146.9
Theft,Cyprus,2014,115.38
Theft,Cyprus,2015,111.33
Theft,Cyprus,2016,86.17
Theft,Cyprus,2017,112.19
Theft,Cyprus,2018,82.85
Theft,Cyprus,2019,73.3
Theft,Cyprus,2020,57.77
Theft,Cyprus,2021,58.82
Theft,Cyprus,2022,67.76
Theft,Czechia,2008,1433.41
Theft,Czechia,2009,1334.32
Theft,Czechia,2010,1214.11
Theft,Czechia,2011,1192.35
Theft,Czechia,2012,1142.53
Theft,Czechia,2013,1200.28
Theft,Czechia,2014,993.72
Theft,Czechia,2015,810.06
Theft,Czechia,2016,674.86
Theft,Czechia,2017,624.84
Theft,Czechia,2018,560.2
Theft,Czechia,2019,561.98
Theft,Czechia,2020,426.77
Theft,Czechia,2021,256.58
Theft,Czechia,2022,330.65
Theft,Germany,2008,2496.92
Theft,Germany,2009,1595.91
Theft,Germany,2010,1491.38
Theft,Germany,2011,1590.67
Theft,Germany,2012,1578.0
Theft,Germany,2013,1600.86
Theft,Germany,2014,1636.98
Theft,Germany,2015,1661.33
Theft,Germany,2016,1570.39
Theft,Germany,2017,1401.36
Theft,Germany,2018,1307.46
Theft,Germany,2019,1235.04
Theft,Germany,2020,1120.39
Theft,Germany,2021,1004.59
Theft,Germany,2022,1254.11
Theft,Denmark,2008,5427.63
Theft,Denmark,2009,5452.55
Theft,Denmark,2010,5282.09
Theft,Denmark,2011,5240.18
Theft,Denmark,2012,5044.6
Theft,Denmark,2013,4802.85
Theft,Denmark,2014,4456.42
Theft,Denmark,2015,3990.8
Theft,Denmark,2016,3951.31
Theft,Denmark,2017,3721.21
Theft,Denmark,2018,3162.31
Theft,Denmark,2019,2928.71
Theft,Denmark,2020,2439.43
Theft,Denmark,2021,2134.02
Theft,Denmark,2022,2496.21
Theft,Estonia,2008,1756.22
Theft,Estonia,2009,1859.27
Theft,Estonia,2010,1894.04
Theft,Estonia,2011,1517.31
Theft,Estonia,2012,1405.66
Theft,Estonia,2013,1247.18
Theft,Estonia,2014,1196.06
Theft,Estonia,2015,863.51
Theft,Estonia,2016,682.55
Theft,Estonia,2017,580.18
Theft,Estonia,2018,561.2
Theft,Estonia,2019,513.58
Theft,Estonia,2020,516.41
Theft,Estonia,2021,564.86
Theft,Estonia,2022,602.72
Theft,Greece,2008,487.55
Theft,Greece,2009,543.04
Theft,Greece,2010,606.57
Theft,Greece,2011,633.95
Theft,Greece,2012,563.28
Theft,Greece,2013,489.02
Theft,Greece,2014,464.09
Theft,Greece,2015,507.93
Theft,Greece,2016,530.04
Theft,Greece,2017,860.55
Theft,Greece,2018,748.07
Theft,Greece,2019,800.26
Theft,Greece,2020,568.61
Theft,Greece,2021,551.92
Theft,Greece,2022,680.03
Theft,Spain,2008,520.1
Theft,Spain,2009,470.7
Theft,Spain,2010,311.1
Theft,Spain,2011,332.4
Theft,Spain,2012,353.06
Theft,Spain,2013,349.82
Theft,Spain,2014,333.79
Theft,Spain,2015,442.96
Theft,Spain,2016,351.16
Theft,Spain,2017,349.09
Theft,Spain,2018,360.5
Theft,Spain,2019,374.65
Theft,Spain,2020,220.82
Theft,Spain,2021,262.25
Theft,Spain,2022,383.04
Theft,Finland,2008,2631.38
Theft,Finland,2009,2652.22
Theft,Finland,2010,2558.85
Theft,Finland,2011,2602.06
Theft,Finland,2012,2337.3
Theft,Finland,2013,2528.6
Theft,Finland,2014,2521.71
Theft,Finland,2015,2430.26
Theft,Finland,2016,2309.58
Theft,Finland,2017,2201.92
Theft,Finland,2018,2143.85
Theft,Finland,2019,2224.23
Theft,Finland,2020,2440.25
Theft,Finland,2021,2242.66
Theft,Finland,2022,2249.83
Theft,France,2008,1503.87
Theft,France,2009,2149.68
Theft,France,2010,1813.45
Theft,France,2011,1791.04
Theft,France,2012,1798.31
Theft,France,2013,2118.89
Theft,France,2014,2167.66
Theft,France,2015,2101.67
Theft,France,2016,2197.79
Theft,France,2017,2181.31
Theft,France,2018,2132.88
Theft,France,2019,2143.76
Theft,France,2020,1699.61
Theft,France,2021,1745.53
Theft,France,2022,1964.18
Theft,Croatia,2008,354.83
Theft,Croatia,2009,327.05
Theft,Croatia,2010,315.49
Theft,Croatia,2011,371.32
Theft,Croatia,2012,403.37
Theft,Croatia,2013,329.67
Theft,Croatia,2014,283.58
Theft,Croatia,2015,320.62
Theft,Croatia,2016,303.98
Theft,Croatia,2017,298.81
Theft,Croatia,2018,296.92
Theft,Croatia,2019,291.0
Theft,Croatia,2020,256.72
Theft,Croatia,2021,255.8
Theft,Croatia,2022,287.06
Theft,Hungary,2008,1265.5
Theft,Hungary,2009,1248.6
Theft,Hungary,2010,1608.21
Theft,Hungary,2011,1574.59
Theft,Hungary,2012,1601.37
Theft,Hungary,2013,1254.2
Theft,Hungary,2014,1082.67
Theft,Hungary,2015,1129.57
Theft,Hungary,2016,952.06
Theft,Hungary,2017,819.95
Theft,Hungary,2018,656.45
Theft,Hungary,2019,582.92
Theft,Hungary,2020,516.31
Theft,Hungary,2021,436.02
Theft,Hungary,2022,501.76
Theft,Ireland,2008,1723.3
Theft,Ireland,2009,1701.11
Theft,Ireland,2010,1684.89
Theft,Ireland,2011,1677.33
Theft,Ireland,2012,1660.87
Theft,Ireland,2013,1708.33
Theft,Ireland,2014,1673.6
Theft,Ireland,2015,1554.55
Theft,Ireland,2016,1312.17
Theft,Ireland,2017,1398.78
Theft,Ireland,2018,1334.74
Theft,Ireland,2019,1333.64
Theft,Ireland,2020,982.69
Theft,Ireland,2021,889.93
Theft,Ireland,2022,1230.87
Theft,Iceland,2008,1495.6
Theft,Iceland,2009,1750.02
