iccs,unit,geo,TIME_PERIOD,OBS_VALUE
Burglary,Per hundred thousand inhabitants,Romania,2022,133.64
Burglary,Per hundred thousand inhabitants,Serbia,2008,190.62
Burglary,Per hundred thousand inhabitants,Serbia,2009,193.61
Burglary,Per hundred thousand inhabitants,Serbia,2010,207.71
Burglary,Per hundred thousand inhabitants,Serbia,2011,240.36
Burglary,Per hundred thousand inhabitants,Serbia,2012,243.96
Burglary,Per hundred thousand inhabitants,Serbia,2013,441.33
Burglary,Per hundred thousand inhabitants,Serbia,2014,374.83
Burglary,Per hundred thousand inhabitants,Serbia,2015,316.27
Burglary,Per hundred thousand inhabitants,Serbia,2016,278.14
Burglary,Per hundred thousand inhabitants,Serbia,2017,239.25
Burglary,Per hundred thousand inhabitants,Serbia,2018,206.43
Burglary,Per hundred thousand inhabitants,Serbia,2019,171.04
Burglary,Per hundred thousand inhabitants,Serbia,2020,137.14
Burglary,Per hundred thousand inhabitants,Serbia,2021,142.98
Burglary,Per hundred thousand inhabitants,Serbia,2022,139.63
Burglary,Per hundred thousand inhabitants,Sweden,2008,1026.67
Burglary,Per hundred thousand inhabitants,Sweden,2009,1035.22
Burglary,Per hundred thousand inhabitants,Sweden,2010,992.67
Burglary,Per hundred thousand inhabitants,Sweden,2011,1001.7
Burglary,Per hundred thousand inhabitants,Sweden,2012,928.69
Burglary,Per hundred thousand inhabitants,Sweden,2013,894.24
Burglary,Per hundred thousand inhabitants,Sweden,2014,865.92
Burglary,Per hundred thousand inhabitants,Sweden,2015,923.93
Burglary,Per hundred thousand inhabitants,Sweden,2016,904.02
Burglary,Per hundred thousand inhabitants,Sweden,2017,900.25
Burglary,Per hundred thousand inhabitants,Sweden,2018,769.88
Burglary,Per hundred thousand inhabitants,Sweden,2019,737.52
Burglary,Per hundred thousand inhabitants,Sweden,2020,785.66
Burglary,Per hundred thousand inhabitants,Sweden,2021,703.48
Burglary,Per hundred thousand inhabitants,Sweden,2022,663.27
Burglary,Per hundred thousand inhabitants,Slovenia,2008,761.59
Burglary,Per hundred thousand inhabitants,Slovenia,2009,763.15
Burglary,Per hundred thousand inhabitants,Slovenia,2010,656.09
Burglary,Per hundred thousand inhabitants,Slovenia,2011,668.04
Burglary,Per hundred thousand inhabitants,Slovenia,2012,686.26
Burglary,Per hundred thousand inhabitants,Slovenia,2013,746.54
Burglary,Per hundred thousand inhabitants,Slovenia,2014,659.99
Burglary,Per hundred thousand inhabitants,Slovenia,2015,496.93
Burglary,Per hundred thousand inhabitants,Slovenia,2016,518.7
Burglary,Per hundred thousand inhabitants,Slovenia,2017,423.64
Burglary,Per hundred thousand inhabitants,Slovenia,2018,406.26
Burglary,Per hundred thousand inhabitants,Slovenia,2019,400.64
Burglary,Per hundred thousand inhabitants,Slovenia,2020,395.11
Burglary,Per hundred thousand inhabitants,Slovenia,2021,224.94
Burglary,Per hundred thousand inhabitants,Slovenia,2022,266.0
Burglary,Per hundred thousand inhabitants,Slovakia,2008,281.97
Burglary,Per hundred thousand inhabitants,Slovakia,2009,286.01
Burglary,Per hundred thousand inhabitants,Slovakia,2010,274.25
Burglary,Per hundred thousand inhabitants,Slovakia,2011,238.93
Burglary,Per hundred thousand inhabitants,Slovakia,2012,219.36
Burglary,Per hundred thousand inhabitants,Slovakia,2013,206.38
Burglary,Per hundred thousand inhabitants,Slovakia,2014,174.06
Burglary,Per hundred thousand inhabitants,Slovakia,2015,126.57
Burglary,Per hundred thousand inhabitants,Slovakia,2016,115.37
Burglary,Per hundred thousand inhabitants,Slovakia,2017,105.24
Burglary,Per hundred thousand inhabitants,Slovakia,2018,83.19
Burglary,Per hundred thousand inhabitants,Slovakia,2019,67.79
Burglary,Per hundred thousand inhabitants,Slovakia,2020,68.25
Burglary,Per hundred thousand inhabitants,Slovakia,2021,59.47
Burglary,Per hundred thousand inhabitants,Slovakia,2022,64.79
Burglary,Per hundred thousand inhabitants,Türkiye,2009,118.92
Burglary,Per hundred thousand inhabitants,Türkiye,2010,129.94
Burglary,Per hundred thousand inhabitants,Türkiye,2011,136.52
Burglary,Per hundred thousand inhabitants,Türkiye,2012,159.97
Burglary,Per hundred thousand inhabitants,Türkiye,2018,148.99
Burglary,Per hundred thousand inhabitants,Türkiye,2019,126.41
Burglary,Per hundred thousand inhabitants,Türkiye,2020,115.17
Burglary,Per hundred thousand inhabitants,Türkiye,2021,114.18
Burglary,Per hundred thousand inhabitants,Türkiye,2022,127.01
Burglary,Per hundred thousand inhabitants,England and Wales,2008,1064.87
Burglary,Per hundred thousand inhabitants,England and Wales,2009,982.29
Burglary,Per hundred thousand inhabitants,England and Wales,2010,942.37
Burglary,Per hundred thousand inhabitants,England and Wales,2011,895.81
Burglary,Per hundred thousand inhabitants,England and Wales,2012,815.67
Burglary,Per hundred thousand inhabitants,England and Wales,2013,780.87
Burglary,Per hundred thousand inhabitants,England and Wales,2014,718.55
Burglary,Per hundred thousand inhabitants,England and Wales,2015,695.62
Burglary,Per hundred thousand inhabitants,England and Wales,2016,708.87
Burglary,Per hundred thousand inhabitants,England and Wales,2017,747.32
Burglary,Per hundred thousand inhabitants,England and Wales,2018,717.21
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,491.63
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,455.71
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,476.83
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,458.7
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,405.46
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,418.64
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,386.08
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,329.26
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2016,303.15
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,279.42
Burglary,Per hundred thousand inhabitants,Scotland (NUTS 2021),2018,253.4
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2008,680.09
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,710.96
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,658.8
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,621.26
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,523.44
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,499.55
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,483.81
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,496.24
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,397.84
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,365.36
Burglary,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,340.52
Burglary,Per hundred thousand inhabitants,Kosovo*,2008,285.86
Burglary,Per hundred thousand inhabitants,Kosovo*,2009,270.24
Burglary,Per hundred thousand inhabitants,Kosovo*,2010,317.87
Burglary,Per hundred thousand inhabitants,Kosovo*,2011,423.81
Burglary,Per hundred thousand inhabitants,Kosovo*,2016,336.08
Burglary,Per hundred thousand inhabitants,Kosovo*,2017,289.99
Burglary,Per hundred thousand inhabitants,Kosovo*,2018,289.24
Burglary,Per hundred thousand inhabitants,Kosovo*,2019,231.5
Burglary,Per hundred thousand inhabitants,Kosovo*,2020,215.42
Burglary of private residential premises,Number,Albania,2008,697.0
Burglary of private residential premises,Number,Albania,2009,757.0
Burglary of private residential premises,Number,Albania,2010,957.0
Burglary of private residential premises,Number,Albania,2011,979.0
Burglary of private residential premises,Number,Albania,2012,1238.0
Burglary of private residential premises,Number,Albania,2013,1277.0
Burglary of private residential premises,Number,Albania,2014,1657.0
Burglary of private residential premises,Number,Albania,2015,1387.0
Burglary of private residential premises,Number,Albania,2016,1216.0
Burglary of private residential premises,Number,Albania,2017,1145.0
Burglary of private residential premises,Number,Albania,2018,1218.0
Burglary of private residential premises,Number,Albania,2019,1157.0
Burglary of private residential premises,Number,Albania,2020,894.0
Burglary of private residential premises,Number,Albania,2021,744.0
Burglary of private residential premises,Number,Albania,2022,601.0
Burglary of private residential premises,Number,Austria,2008,17180.0
Burglary of private residential premises,Number,Austria,2009,19718.0
Burglary of private residential premises,Number,Austria,2010,14646.0
Burglary of private residential premises,Number,Austria,2011,15616.0
Burglary of private residential premises,Number,Austria,2012,15479.0
Burglary of private residential premises,Number,Austria,2013,16548.0
Burglary of private residential premises,Number,Austria,2014,17110.0
Burglary of private residential premises,Number,Austria,2015,15516.0
Burglary of private residential premises,Number,Austria,2016,12975.0
Burglary of private residential premises,Number,Austria,2017,11750.0
Burglary of private residential premises,Number,Austria,2018,9751.0
Burglary of private residential premises,Number,Austria,2019,8798.0
Burglary of private residential premises,Number,Austria,2020,6521.0
Burglary of private residential premises,Number,Austria,2021,4567.0
Burglary of private residential premises,Number,Austria,2022,6016.0
Burglary of private residential premises,Number,Bosnia and Herzegovina,2009,3673.0
Burglary of private residential premises,Number,Bosnia and Herzegovina,2013,146.0
Burglary of private residential premises,Number,Bosnia and Herzegovina,2015,1181.0
Burglary of private residential premises,Number,Bosnia and Herzegovina,2020,549.0
Burglary of private residential premises,Number,Bosnia and Herzegovina,2021,401.0
Burglary of private residential premises,Number,Bosnia and Herzegovina,2022,330.0
Burglary of private residential premises,Number,Belgium,2008,64061.0
Burglary of private residential premises,Number,Belgium,2009,69456.0
Burglary of private residential premises,Number,Belgium,2010,63598.0
Burglary of private residential premises,Number,Belgium,2011,70037.0
Burglary of private residential premises,Number,Belgium,2012,75640.0
Burglary of private residential premises,Number,Belgium,2013,75481.0
Burglary of private residential premises,Number,Belgium,2014,72675.0
Burglary of private residential premises,Number,Belgium,2015,65716.0
Burglary of private residential premises,Number,Belgium,2016,55367.0
Burglary of private residential premises,Number,Belgium,2017,52331.0
Burglary of private residential premises,Number,Belgium,2018,51337.0
Burglary of private residential premises,Number,Belgium,2019,47866.0
Burglary of private residential premises,Number,Belgium,2020,33966.0
Burglary of private residential premises,Number,Belgium,2021,33783.0
Burglary of private residential premises,Number,Belgium,2022,39128.0
Burglary of private residential premises,Number,Bulgaria,2008,6745.0
Burglary of private residential premises,Number,Bulgaria,2009,7963.0
Burglary of private residential premises,Number,Bulgaria,2010,8338.0
Burglary of private residential premises,Number,Bulgaria,2011,6558.0
Burglary of private residential premises,Number,Bulgaria,2012,6456.0
Burglary of private residential premises,Number,Bulgaria,2013,6396.0
Burglary of private residential premises,Number,Bulgaria,2014,5345.0
Burglary of private residential premises,Number,Bulgaria,2015,4433.0
Burglary of private residential premises,Number,Bulgaria,2018,6595.0
Burglary of private residential premises,Number,Bulgaria,2019,5587.0
Burglary of private residential premises,Number,Bulgaria,2020,4736.0
Burglary of private residential premises,Number,Bulgaria,2021,3945.0
Burglary of private residential premises,Number,Bulgaria,2022,4350.0
Burglary of private residential premises,Number,Switzerland,2009,26101.0
Burglary of private residential premises,Number,Switzerland,2010,25074.0
Burglary of private residential premises,Number,Switzerland,2011,28485.0
Burglary of private residential premises,Number,Switzerland,2012,35801.0
Burglary of private residential premises,Number,Switzerland,2013,39672.0
Burglary of private residential premises,Number,Switzerland,2014,36697.0
Burglary of private residential premises,Number,Switzerland,2015,30664.0
Burglary of private residential premises,Number,Switzerland,2016,26047.0
Burglary of private residential premises,Number,Switzerland,2017,24081.0
Burglary of private residential premises,Number,Switzerland,2018,23426.0
Burglary of private residential premises,Number,Switzerland,2019,21351.0
Burglary of private residential premises,Number,Switzerland,2020,18405.0
Burglary of private residential premises,Number,Switzerland,2021,18234.0
Burglary of private residential premises,Number,Switzerland,2022,20788.0
Burglary of private residential premises,Number,Cyprus,2011,1961.0
Burglary of private residential premises,Number,Cyprus,2012,2010.0
Burglary of private residential premises,Number,Cyprus,2013,1785.0
Burglary of private residential premises,Number,Cyprus,2014,1625.0
Burglary of private residential premises,Number,Cyprus,2015,1362.0
Burglary of private residential premises,Number,Cyprus,2016,1088.0
Burglary of private residential premises,Number,Cyprus,2017,923.0
Burglary of private residential premises,Number,Czechia,2008,4634.0
Burglary of private residential premises,Number,Czechia,2009,4790.0
Burglary of private residential premises,Number,Czechia,2010,5374.0
Burglary of private residential premises,Number,Czechia,2011,5257.0
Burglary of private residential premises,Number,Czechia,2012,5479.0
Burglary of private residential premises,Number,Czechia,2013,15958.0
Burglary of private residential premises,Number,Czechia,2014,12832.0
Burglary of private residential premises,Number,Czechia,2015,9448.0
Burglary of private residential premises,Number,Czechia,2016,8026.0
Burglary of private residential premises,Number,Czechia,2017,7233.0
Burglary of private residential premises,Number,Czechia,2018,6029.0
Burglary of private residential premises,Number,Czechia,2019,6525.0
Burglary of private residential premises,Number,Czechia,2020,5512.0
Burglary of private residential premises,Number,Czechia,2021,5221.0
Burglary of private residential premises,Number,Czechia,2022,5893.0
Burglary of private residential premises,Number,Germany,2008,108284.0
Burglary of private residential premises,Number,Germany,2009,113800.0
Burglary of private residential premises,Number,Germany,2010,121347.0
Burglary of private residential premises,Number,Germany,2011,132595.0
Burglary of private residential premises,Number,Germany,2012,144117.0
Burglary of private residential premises,Number,Germany,2013,149500.0
Burglary of private residential premises,Number,Germany,2014,152123.0
Burglary of private residential premises,Number,Germany,2015,167136.0
Burglary of private residential premises,Number,Germany,2016,151265.0
Burglary of private residential premises,Number,Germany,2017,116540.0
Burglary of private residential premises,Number,Germany,2018,97504.0
Burglary of private residential premises,Number,Germany,2019,87145.0
Burglary of private residential premises,Number,Germany,2020,75023.0
Burglary of private residential premises,Number,Germany,2021,54236.0
Burglary of private residential premises,Number,Germany,2022,65908.0
Burglary of private residential premises,Number,Denmark,2008,58790.0
Burglary of private residential premises,Number,Denmark,2009,66881.0
Burglary of private residential premises,Number,Denmark,2010,62450.0
Burglary of private residential premises,Number,Denmark,2011,63390.0
Burglary of private residential premises,Number,Denmark,2012,57927.0
Burglary of private residential premises,Number,Denmark,2013,56526.0
Burglary of private residential premises,Number,Denmark,2014,50646.0
Burglary of private residential premises,Number,Denmark,2015,45726.0
Burglary of private residential premises,Number,Denmark,2016,44379.0
Burglary of private residential premises,Number,Denmark,2017,40391.0
Burglary of private residential premises,Number,Denmark,2018,39821.0
Burglary of private residential premises,Number,Denmark,2019,34946.0
Burglary of private residential premises,Number,Denmark,2020,27139.0
Burglary of private residential premises,Number,Denmark,2021,23025.0
Burglary of private residential premises,Number,Denmark,2022,22932.0
Burglary of private residential premises,Number,Estonia,2008,3321.0
Burglary of private residential premises,Number,Estonia,2009,3027.0
Burglary of private residential premises,Number,Estonia,2010,3196.0
Burglary of private residential premises,Number,Estonia,2011,2792.0
Burglary of private residential premises,Number,Estonia,2012,2718.0
Burglary of private residential premises,Number,Estonia,2013,2132.0
Burglary of private residential premises,Number,Estonia,2014,2072.0
Burglary of private residential premises,Number,Estonia,2015,1662.0
Burglary of private residential premises,Number,Estonia,2016,1328.0
Burglary of private residential premises,Number,Estonia,2017,965.0
Burglary of private residential premises,Number,Estonia,2018,755.0
