unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2015,48.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2016,48.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2017,50.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2018,51.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2019,50.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2020,48.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2021,45.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2022,49.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2023,51.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2014,132.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2015,117.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2016,119.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2017,107.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2018,104.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2019,120.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2020,94.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2021,79.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2022,82.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Greece,2023,85.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2014,591.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2015,643.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2016,685.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2017,706.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2018,745.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2019,828.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2020,817.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2021,889.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2022,1026.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Spain,2023,1136.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2014,3917.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2015,4136.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2016,4364.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2017,4637.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2018,4915.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2019,5270.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2020,5219.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2021,5401.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2022,6087.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,European Union - 27 countries (from 2020),2023,6591.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2014,25.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2015,23.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2016,22.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2017,25.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2018,25.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2019,30.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2020,34.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2021,46.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2022,55.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Finland,2023,61.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2014,466.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2015,507.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2016,537.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2017,568.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2018,624.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2019,649.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2020,674.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2021,703.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2022,770.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,France,2023,754.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2014,1.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2015,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2016,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2017,1.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2018,2.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2019,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2020,1.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2021,1.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2022,4.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Croatia,2023,6.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2014,4.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2015,4.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2016,8.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2017,6.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2018,7.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2019,12.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2020,13.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2021,10.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2022,11.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Hungary,2023,11.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2014,58.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2015,61.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2016,68.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2017,75.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2018,86.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2019,92.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2020,95.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2021,101.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2022,125.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Ireland,2023,139.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2014,1.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2015,1.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2016,1.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2017,1.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2018,1.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2019,1.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2020,1.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2021,3.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2022,3.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Iceland,2023,4.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2014,895.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2015,928.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2016,963.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2017,977.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2018,942.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2019,963.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2020,936.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2021,958.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2022,1035.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Italy,2023,1023.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2014,2.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2015,4.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2016,3.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2017,4.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2018,5.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2019,6.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2020,7.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2021,6.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2022,7.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Lithuania,2023,9.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2014,7.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2015,8.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2016,8.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2017,9.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2018,9.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2019,11.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2020,13.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2021,11.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2022,15.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2023,15.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2014,56.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2015,56.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2016,54.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Latvia,2017,53.6
